,Environment,Algorithm,Hyperparameter,Value,AUC,Return,P_AUC
0,DRQN-3.json,DRQN-3,optimizer.alpha,0.001,0.6304433350659224,3152.2166753296124,0.6255946100723808
1,DRQN-7.json,DRQN-7,optimizer.alpha,0.001,0.9389640840072137,4694.820420036068,0.9617804490263083
2,DRQN-5.json,DRQN-5,optimizer.alpha,0.0003,0.8392714491973392,4196.357245986696,0.9187020203022958
