,Environment,Algorithm,Hyperparameter,Value,AUC,Return,P_AUC
0,DRQN-5.json,DRQN-5,optimizer.alpha,0.001,0.8699316193564632,4349.658096782316,0.8687723321560263
1,DRQN-3.json,DRQN-3,optimizer.alpha,0.001,0.6372304525855373,3186.152262927687,0.6682555368589079
2,DRQN-7.json,DRQN-7,optimizer.alpha,0.001,0.9482134412357475,4741.067206178739,1.0077815672325847
