,Environment,Algorithm,Goal,Hyperparameter,Value,AUC,Return,Successes
0,gridworldpartial_scratch_hyper_sweep,DQN-ReLU-Gridworld-125,125,optimizer.alpha,1e-05,1.202,136.8,0.14657561519575935
1,gridworldpartial_scratch_hyper_sweep,DQN-FTA-Gridworld-0,0,optimizer.alpha,0.0003,6.142,1133.4,0.6879147946988345
2,gridworldpartial_scratch_hyper_sweep,DQN-ReLU-Gridworld-120,120,optimizer.alpha,0.0003,9.347999999999999,3255.6,0.9770081554554755
3,gridworldpartial_scratch_hyper_sweep,DQN-FTA-Gridworld-10,10,optimizer.alpha,0.0001,6.334,1227.8,0.7014398776518538
4,gridworldpartial_scratch_hyper_sweep,DQN-ReLU-Gridworld-130,130,optimizer.alpha,0.0003,9.679999999999998,5237.4,0.9912973683485997
5,gridworldpartial_scratch_hyper_sweep,DQN-FTA-Gridworld-100,100,optimizer.alpha,0.0001,2.5439999999999996,314.8,0.25715301423200077
6,gridworldpartial_scratch_hyper_sweep,DQN-ReLU-Gridworld-135,135,optimizer.alpha,0.0003,9.368,4290.0,0.9836599678985174
7,gridworldpartial_scratch_hyper_sweep,DQN-FTA-Gridworld-105,105,optimizer.alpha,0.0003,9.2,2948.0,0.9826261274533217
8,gridworldpartial_scratch_hyper_sweep,DQN-ReLU-Gridworld-155,155,optimizer.alpha,0.0003,4.018,589.6,0.3849595139632395
9,gridworldpartial_scratch_hyper_sweep,DQN-FTA-Gridworld-110,110,optimizer.alpha,0.001,9.728,5724.4,0.9875612041932003
10,gridworldpartial_scratch_hyper_sweep,DQN-ReLU-Gridworld-160,160,optimizer.alpha,0.0003,9.482000000000001,4532.0,0.9836211612402641
11,gridworldpartial_scratch_hyper_sweep,DQN-FTA-Gridworld-115,115,optimizer.alpha,0.0003,2.5300000000000002,304.8,0.26873302649854713
12,gridworldpartial_scratch_hyper_sweep,DQN-ReLU-Gridworld-165,165,optimizer.alpha,0.0003,5.747999999999999,1068.0,0.7208797270239657
13,gridworldpartial_scratch_hyper_sweep,DQN-FTA-Gridworld-120,120,optimizer.alpha,0.0003,9.278,3124.8,0.9707807382698977
14,gridworldpartial_scratch_hyper_sweep,DQN-ReLU-Gridworld-170,170,optimizer.alpha,0.0001,4.186,690.0,0.37290484665992396
15,gridworldpartial_scratch_hyper_sweep,DQN-FTA-Gridworld-125,125,optimizer.alpha,0.0003,1.1300000000000001,124.2,0.10021880824766724
16,gridworldpartial_scratch_hyper_sweep,DQN-ReLU-Gridworld-20,20,optimizer.alpha,3e-05,6.905999999999999,1653.8,0.7394393986000105
17,gridworldpartial_scratch_hyper_sweep,DQN-FTA-Gridworld-130,130,optimizer.alpha,0.001,9.784,4996.4,0.9888147237929445
18,gridworldpartial_scratch_hyper_sweep,DQN-ReLU-Gridworld-25,25,optimizer.alpha,0.0001,6.803999999999999,1529.8,0.7108042607430466
19,gridworldpartial_scratch_hyper_sweep,DQN-FTA-Gridworld-135,135,optimizer.alpha,0.0003,9.156,4120.2,0.9889052847809626
20,gridworldpartial_scratch_hyper_sweep,DQN-ReLU-Gridworld-30,30,optimizer.alpha,0.0003,6.804,1496.4,0.6748500975705035
21,gridworldpartial_scratch_hyper_sweep,DQN-FTA-Gridworld-140,140,optimizer.alpha,0.001,9.64,5268.4,0.993919769598587
22,gridworldpartial_scratch_hyper_sweep,DQN-ReLU-Gridworld-35,35,optimizer.alpha,0.001,6.787999999999999,1388.6,0.6520455667132459
23,gridworldpartial_scratch_hyper_sweep,DQN-FTA-Gridworld-145,145,optimizer.alpha,0.0001,9.214,4578.4,0.9925819445638551
