,Environment,Algorithm,Goal,Hyperparameter,Value,AUC,Return,Successes
0,gridworldpartial_scratch_hyper_sweep,ARDRQN-FTA-GridworldPartial-200,200,optimizer.alpha,0.0001,3.7960000000000003,719.6,0.92887312076772
1,gridworldpartial_scratch_hyper_sweep,ARDRQN-ReLU-GridworldPartial-170,170,optimizer.alpha,0.0001,4.36,984.4,0.880408162736401
2,gridworldpartial_scratch_hyper_sweep,ARDRQN-ReLU-GridworldPartial-110,110,optimizer.alpha,0.0001,4.359999999999999,984.4,0.880408162736401
3,gridworldpartial_scratch_hyper_sweep,ARDQN-ReLU-GridworldPartial-180,180,optimizer.alpha,0.0003,5.3180000000000005,971.4,0.6925803983486496
4,gridworldpartial_scratch_hyper_sweep,ARDRQN-ReLU-GridworldPartial-100,100,optimizer.alpha,0.0001,4.359999999999999,984.4,0.880408162736401
5,gridworldpartial_scratch_hyper_sweep,ARDQN-FTA-GridworldPartial-110,110,optimizer.alpha,0.0001,4.773999999999999,799.4,0.7511847872234056
6,gridworldpartial_scratch_hyper_sweep,ARDQN-FTA-GridworldPartial-60,60,optimizer.alpha,0.0001,4.773999999999999,799.4,0.7511847872234056
7,gridworldpartial_scratch_hyper_sweep,ARDQN-ReLU-GridworldPartial-0,0,optimizer.alpha,0.0003,5.3180000000000005,971.4,0.6925803983486496
8,gridworldpartial_scratch_hyper_sweep,ARDRQN-ReLU-GridworldPartial-200,200,optimizer.alpha,0.0001,4.36,984.4,0.880408162736401
9,gridworldpartial_scratch_hyper_sweep,ARDQN-ReLU-GridworldPartial-170,170,optimizer.alpha,0.0003,5.3180000000000005,971.4,0.6925803983486496
10,gridworldpartial_scratch_hyper_sweep,ARDQN-ReLU-GridworldPartial-190,190,optimizer.alpha,0.0003,5.3180000000000005,971.4,0.6925803983486496
11,gridworldpartial_scratch_hyper_sweep,ARDQN-FTA-GridworldPartial-80,80,optimizer.alpha,0.0001,4.773999999999999,799.4,0.7511847872234056
12,gridworldpartial_scratch_hyper_sweep,ARDRQN-ReLU-GridworldPartial-120,120,optimizer.alpha,0.0001,4.36,984.4,0.880408162736401
