,Environment,Algorithm,Hyperparameter,Value,AUC,Return,P_AUC
0,DRQN-3.json,DRQN-3,optimizer.alpha,0.001,0.7223229198338347,3611.614599169173,0.7640108803121405
1,DRQN-5.json,DRQN-5,optimizer.alpha,0.0003,0.8241376337336174,4120.688168668086,0.9123904150211348
2,DRQN-7.json,DRQN-7,optimizer.alpha,0.001,0.9043505629679813,4521.752814839907,0.8849025513742832
