,Environment,Algorithm,Hyperparameter,Value,AUC,Return,P_AUC
0,DRQN-7.json,DRQN-7,optimizer.alpha,0.001,0.9310878835901313,4655.439417950656,0.948171641301062
1,DRQN-5.json,DRQN-5,optimizer.alpha,0.0003,0.8299942208418892,4149.971104209447,0.8556639974627334
2,DRQN-3.json,DRQN-3,optimizer.alpha,0.001,0.663591900596962,3317.9595029848106,0.7530619923188293
