,Environment,Algorithm,Goal,Hyperparameter,Value,AUC,Return,Successes
116,gridworld_drqn_2_16_transfer_hyper_sweep,DRQNAux-FTA-Gridworld-160,160,optimizer.alpha,0.0003,9.428,5720.2,1.0
117,gridworld_drqn_2_16_transfer_hyper_sweep,DRQNAux-FTA-Gridworld-105,105,optimizer.alpha,3e-05,9.028,3958.4,1.0
118,gridworld_drqn_2_16_transfer_hyper_sweep,DRQNAux-ReLU-Gridworld-110,110,optimizer.alpha,0.001,9.9,8185.4,0.9997772828507795
119,gridworld_drqn_2_16_transfer_hyper_sweep,DRQNAux-ReLU-Gridworld-155,155,optimizer.alpha,0.0003,9.322000000000001,4192.4,1.0
120,gridworld_drqn_2_16_transfer_hyper_sweep,DRQNAux-ReLU-Gridworld-60,60,optimizer.alpha,0.001,9.272000000000002,5862.8,0.9991149125876782
121,gridworld_drqn_2_16_transfer_hyper_sweep,DRQN-FTA-Gridworld-45,45,optimizer.alpha,0.0001,9.5,6119.0,1.0
122,gridworld_drqn_2_16_transfer_hyper_sweep,DRQN-FTA-Gridworld-110,110,optimizer.alpha,0.0003,9.596,7782.6,1.0
123,gridworld_drqn_2_16_transfer_hyper_sweep,DRQNAux-FTA-Gridworld-170,170,optimizer.alpha,0.0003,9.309999999999999,4176.2,0.9995967741935484
124,gridworld_drqn_2_16_transfer_hyper_sweep,DRQNAux-FTA-Gridworld-50,50,optimizer.alpha,0.001,9.616,8134.2,1.0
125,gridworld_drqn_2_16_transfer_hyper_sweep,DRQN-ReLU-Gridworld-35,35,optimizer.alpha,0.001,9.927999999999999,5885.8,1.0
126,gridworld_drqn_2_16_transfer_hyper_sweep,DRQN-FTA-Gridworld-5,5,optimizer.alpha,0.0001,9.24,4223.0,1.0
127,gridworld_drqn_2_16_transfer_hyper_sweep,DRQNAux-ReLU-Gridworld-35,35,optimizer.alpha,0.001,9.872,5984.8,1.0
128,gridworld_drqn_2_16_transfer_hyper_sweep,DRQN-FTA-Gridworld-150,150,optimizer.alpha,0.0003,9.020000000000001,4684.6,1.0
129,gridworld_drqn_2_16_transfer_hyper_sweep,DRQN-FTA-Gridworld-50,50,optimizer.alpha,0.001,9.645999999999999,8181.4,0.9997851772287862
130,gridworld_drqn_2_16_transfer_hyper_sweep,DRQN-FTA-Gridworld-120,120,optimizer.alpha,0.0001,8.984,3825.4,0.9991810630254566
131,gridworld_drqn_2_16_transfer_hyper_sweep,DRQN-ReLU-Gridworld-25,25,optimizer.alpha,0.0003,9.91,5469.4,1.0
132,gridworld_drqn_2_16_transfer_hyper_sweep,DRQN-FTA-Gridworld-20,20,optimizer.alpha,0.0001,9.488,6060.4,1.0
133,gridworld_drqn_2_16_transfer_hyper_sweep,DRQN-ReLU-Gridworld-60,60,optimizer.alpha,0.001,9.491999999999999,5606.2,1.0
134,gridworld_drqn_2_16_transfer_hyper_sweep,DRQNAux-ReLU-Gridworld-105,105,optimizer.alpha,0.0003,9.578,4511.8,0.999609375
135,gridworld_drqn_2_16_transfer_hyper_sweep,DRQN-FTA-Gridworld-60,60,optimizer.alpha,0.0001,9.570000000000002,5812.2,0.9994244604316547
136,gridworld_drqn_2_16_transfer_hyper_sweep,DRQN-ReLU-Gridworld-85,85,optimizer.alpha,0.001,8.314,3468.4,0.9964462711511981
137,gridworld_drqn_2_16_transfer_hyper_sweep,DRQN-ReLU-Gridworld-135,135,optimizer.alpha,0.001,9.02,4715.6,0.9993202848000923
138,gridworld_drqn_2_16_transfer_hyper_sweep,DRQN-ReLU-Gridworld-30,30,optimizer.alpha,0.001,9.884,5725.8,1.0
139,gridworld_drqn_2_16_transfer_hyper_sweep,DRQN-FTA-Gridworld-55,55,optimizer.alpha,0.0001,9.779999999999998,7412.4,1.0
