,Environment,Algorithm,Hyperparameter,Value,AUC,Return,P_AUC
0,DRQN-3.json,DRQN-3,optimizer.alpha,0.001,0.6072954121948244,3036.4770609741217,0.5874539351791845
1,DRQN-5.json,DRQN-5,optimizer.alpha,0.0003,0.8256110946774111,4128.055473387055,0.8986076414855078
2,DRQN-7.json,DRQN-7,optimizer.alpha,3e-05,1.001846373744441,5009.231868722205,1.1860200207921094
