,Environment,Algorithm,Goal,Seed,AUC,Experiment
895,transfer,DQN-ReLU-transfer-153,154,1,6.41,DQN-ReLU-transfer
896,transfer,DQN-ReLU-transfer-153,154,0,8.69,DQN-ReLU-transfer
897,transfer,DQN-ReLU-transfer-153,154,2,7.87,DQN-ReLU-transfer
898,transfer,DQN-ReLU-transfer-153,154,4,1.17,DQN-ReLU-transfer
899,transfer,DQN-ReLU-transfer-153,154,3,8.8,DQN-ReLU-transfer
900,transfer,DQN-ReLU-transfer-5,6,1,9.99,DQN-ReLU-transfer
901,transfer,DQN-ReLU-transfer-5,6,4,9.99,DQN-ReLU-transfer
902,transfer,DQN-ReLU-transfer-5,6,3,10.0,DQN-ReLU-transfer
903,transfer,DQN-ReLU-transfer-5,6,2,10.0,DQN-ReLU-transfer
904,transfer,DQN-ReLU-transfer-5,6,0,10.0,DQN-ReLU-transfer
905,transfer,DQN-ReLU-vf5-transfer-20,21,3,10.0,DQN-ReLU-vf5-transfer
906,transfer,DQN-ReLU-vf5-transfer-20,21,2,10.0,DQN-ReLU-vf5-transfer
907,transfer,DQN-ReLU-vf5-transfer-20,21,0,10.0,DQN-ReLU-vf5-transfer
908,transfer,DQN-ReLU-vf5-transfer-20,21,4,9.99,DQN-ReLU-vf5-transfer
909,transfer,DQN-ReLU-vf5-transfer-20,21,1,9.99,DQN-ReLU-vf5-transfer
910,transfer,DQN-ReLU-transfer-72,73,4,9.91,DQN-ReLU-transfer
911,transfer,DQN-ReLU-transfer-72,73,2,9.4,DQN-ReLU-transfer
912,transfer,DQN-ReLU-transfer-72,73,1,9.81,DQN-ReLU-transfer
913,transfer,DQN-ReLU-transfer-72,73,3,9.02,DQN-ReLU-transfer
914,transfer,DQN-ReLU-transfer-72,73,0,10.0,DQN-ReLU-transfer
915,transfer,DQN-ReLU-vf5-transfer-140,141,2,9.99,DQN-ReLU-vf5-transfer
916,transfer,DQN-ReLU-vf5-transfer-140,141,4,10.0,DQN-ReLU-vf5-transfer
917,transfer,DQN-ReLU-vf5-transfer-140,141,3,9.98,DQN-ReLU-vf5-transfer
918,transfer,DQN-ReLU-vf5-transfer-140,141,1,9.98,DQN-ReLU-vf5-transfer
919,transfer,DQN-ReLU-vf5-transfer-140,141,0,10.0,DQN-ReLU-vf5-transfer
920,transfer,DQN-ReLU-vf5-transfer-40,41,3,10.0,DQN-ReLU-vf5-transfer
921,transfer,DQN-ReLU-vf5-transfer-40,41,0,9.99,DQN-ReLU-vf5-transfer
922,transfer,DQN-ReLU-vf5-transfer-40,41,1,9.7,DQN-ReLU-vf5-transfer
923,transfer,DQN-ReLU-vf5-transfer-40,41,4,9.99,DQN-ReLU-vf5-transfer
924,transfer,DQN-ReLU-vf5-transfer-40,41,2,9.59,DQN-ReLU-vf5-transfer
925,transfer,DQN-ReLU-vf5-transfer-7,8,3,9.87,DQN-ReLU-vf5-transfer
926,transfer,DQN-ReLU-vf5-transfer-7,8,0,9.99,DQN-ReLU-vf5-transfer
927,transfer,DQN-ReLU-vf5-transfer-7,8,2,10.0,DQN-ReLU-vf5-transfer
928,transfer,DQN-ReLU-vf5-transfer-7,8,4,9.99,DQN-ReLU-vf5-transfer
929,transfer,DQN-ReLU-vf5-transfer-7,8,1,10.0,DQN-ReLU-vf5-transfer
930,transfer,DQN-ReLU-transfer-133,134,0,8.78,DQN-ReLU-transfer
931,transfer,DQN-ReLU-transfer-133,134,3,9.62,DQN-ReLU-transfer
932,transfer,DQN-ReLU-transfer-133,134,2,8.7,DQN-ReLU-transfer
933,transfer,DQN-ReLU-transfer-133,134,1,8.75,DQN-ReLU-transfer
934,transfer,DQN-ReLU-transfer-133,134,4,6.07,DQN-ReLU-transfer
935,transfer,DQN-ReLU-transfer-49,50,1,9.84,DQN-ReLU-transfer
936,transfer,DQN-ReLU-transfer-49,50,3,9.88,DQN-ReLU-transfer
937,transfer,DQN-ReLU-transfer-49,50,0,10.0,DQN-ReLU-transfer
938,transfer,DQN-ReLU-transfer-49,50,2,9.99,DQN-ReLU-transfer
939,transfer,DQN-ReLU-transfer-49,50,4,9.6,DQN-ReLU-transfer
940,transfer,DQN-ReLU-vf5-transfer-98,99,4,9.78,DQN-ReLU-vf5-transfer
941,transfer,DQN-ReLU-vf5-transfer-98,99,2,8.99,DQN-ReLU-vf5-transfer
942,transfer,DQN-ReLU-vf5-transfer-98,99,3,9.69,DQN-ReLU-vf5-transfer
943,transfer,DQN-ReLU-vf5-transfer-98,99,1,9.91,DQN-ReLU-vf5-transfer
944,transfer,DQN-ReLU-vf5-transfer-98,99,0,9.56,DQN-ReLU-vf5-transfer
945,transfer,DQN-ReLU-vf5-transfer-94,95,0,9.99,DQN-ReLU-vf5-transfer
946,transfer,DQN-ReLU-vf5-transfer-94,95,4,9.89,DQN-ReLU-vf5-transfer
947,transfer,DQN-ReLU-vf5-transfer-94,95,1,9.91,DQN-ReLU-vf5-transfer
948,transfer,DQN-ReLU-vf5-transfer-94,95,3,10.0,DQN-ReLU-vf5-transfer
949,transfer,DQN-ReLU-vf5-transfer-94,95,2,10.0,DQN-ReLU-vf5-transfer
950,transfer,DQN-ReLU-vf5-transfer-116,117,2,9.88,DQN-ReLU-vf5-transfer
951,transfer,DQN-ReLU-vf5-transfer-116,117,3,9.11,DQN-ReLU-vf5-transfer
952,transfer,DQN-ReLU-vf5-transfer-116,117,0,9.99,DQN-ReLU-vf5-transfer
953,transfer,DQN-ReLU-vf5-transfer-116,117,4,9.4,DQN-ReLU-vf5-transfer
954,transfer,DQN-ReLU-vf5-transfer-116,117,1,9.02,DQN-ReLU-vf5-transfer
955,transfer,DQN-ReLU-vf5-transfer-76,77,0,10.0,DQN-ReLU-vf5-transfer
956,transfer,DQN-ReLU-vf5-transfer-76,77,4,9.7,DQN-ReLU-vf5-transfer
957,transfer,DQN-ReLU-vf5-transfer-76,77,1,9.99,DQN-ReLU-vf5-transfer
958,transfer,DQN-ReLU-vf5-transfer-76,77,2,9.91,DQN-ReLU-vf5-transfer
959,transfer,DQN-ReLU-vf5-transfer-76,77,3,9.83,DQN-ReLU-vf5-transfer
960,transfer,DQN-ReLU-transfer-44,45,1,9.95,DQN-ReLU-transfer
961,transfer,DQN-ReLU-transfer-44,45,3,9.96,DQN-ReLU-transfer
962,transfer,DQN-ReLU-transfer-44,45,2,9.88,DQN-ReLU-transfer
963,transfer,DQN-ReLU-transfer-44,45,0,10.0,DQN-ReLU-transfer
964,transfer,DQN-ReLU-transfer-44,45,4,9.96,DQN-ReLU-transfer
965,transfer,DQN-ReLU-transfer-164,165,3,9.09,DQN-ReLU-transfer
966,transfer,DQN-ReLU-transfer-164,165,0,8.43,DQN-ReLU-transfer
967,transfer,DQN-ReLU-transfer-164,165,4,3.49,DQN-ReLU-transfer
968,transfer,DQN-ReLU-transfer-164,165,1,7.35,DQN-ReLU-transfer
969,transfer,DQN-ReLU-transfer-164,165,2,5.5,DQN-ReLU-transfer
970,transfer,DQN-ReLU-transfer-45,46,2,2.7,DQN-ReLU-transfer
971,transfer,DQN-ReLU-transfer-45,46,0,8.35,DQN-ReLU-transfer
972,transfer,DQN-ReLU-transfer-45,46,1,9.99,DQN-ReLU-transfer
973,transfer,DQN-ReLU-transfer-45,46,4,9.98,DQN-ReLU-transfer
974,transfer,DQN-ReLU-transfer-45,46,3,9.97,DQN-ReLU-transfer
975,transfer,DQN-ReLU-transfer-90,91,0,8.870000000000001,DQN-ReLU-transfer
976,transfer,DQN-ReLU-transfer-90,91,3,8.219999999999999,DQN-ReLU-transfer
977,transfer,DQN-ReLU-transfer-90,91,1,7.38,DQN-ReLU-transfer
978,transfer,DQN-ReLU-transfer-90,91,4,6.37,DQN-ReLU-transfer
979,transfer,DQN-ReLU-transfer-90,91,2,5.26,DQN-ReLU-transfer
980,transfer,DQN-ReLU-vf5-transfer-121,122,1,9.99,DQN-ReLU-vf5-transfer
981,transfer,DQN-ReLU-vf5-transfer-121,122,0,9.44,DQN-ReLU-vf5-transfer
982,transfer,DQN-ReLU-vf5-transfer-121,122,2,9.05,DQN-ReLU-vf5-transfer
983,transfer,DQN-ReLU-vf5-transfer-121,122,3,10.0,DQN-ReLU-vf5-transfer
984,transfer,DQN-ReLU-vf5-transfer-121,122,4,7.29,DQN-ReLU-vf5-transfer
985,transfer,DQN-ReLU-transfer-152,153,1,7.2,DQN-ReLU-transfer
986,transfer,DQN-ReLU-transfer-152,153,0,8.469999999999999,DQN-ReLU-transfer
987,transfer,DQN-ReLU-transfer-152,153,4,4.08,DQN-ReLU-transfer
988,transfer,DQN-ReLU-transfer-152,153,2,6.58,DQN-ReLU-transfer
989,transfer,DQN-ReLU-transfer-152,153,3,9.27,DQN-ReLU-transfer
990,transfer,DQN-ReLU-transfer-73,74,1,8.18,DQN-ReLU-transfer
991,transfer,DQN-ReLU-transfer-73,74,3,8.870000000000001,DQN-ReLU-transfer
992,transfer,DQN-ReLU-transfer-73,74,4,9.74,DQN-ReLU-transfer
993,transfer,DQN-ReLU-transfer-73,74,0,10.0,DQN-ReLU-transfer
994,transfer,DQN-ReLU-transfer-73,74,2,9.35,DQN-ReLU-transfer
995,transfer,DQN-ReLU-transfer-25,26,3,9.99,DQN-ReLU-transfer
996,transfer,DQN-ReLU-transfer-25,26,2,9.99,DQN-ReLU-transfer
997,transfer,DQN-ReLU-transfer-25,26,0,9.43,DQN-ReLU-transfer
998,transfer,DQN-ReLU-transfer-25,26,1,10.0,DQN-ReLU-transfer
999,transfer,DQN-ReLU-transfer-25,26,4,9.98,DQN-ReLU-transfer
1000,transfer,DQN-ReLU-transfer-169,170,3,9.21,DQN-ReLU-transfer
1001,transfer,DQN-ReLU-transfer-169,170,1,6.42,DQN-ReLU-transfer
1002,transfer,DQN-ReLU-transfer-169,170,0,1.58,DQN-ReLU-transfer
1003,transfer,DQN-ReLU-transfer-169,170,2,7.1899999999999995,DQN-ReLU-transfer
1004,transfer,DQN-ReLU-transfer-169,170,4,1.83,DQN-ReLU-transfer
1005,transfer,DQN-ReLU-vf5-transfer-6,7,3,8.24,DQN-ReLU-vf5-transfer
1006,transfer,DQN-ReLU-vf5-transfer-6,7,1,10.0,DQN-ReLU-vf5-transfer
1007,transfer,DQN-ReLU-vf5-transfer-6,7,4,10.0,DQN-ReLU-vf5-transfer
1008,transfer,DQN-ReLU-vf5-transfer-6,7,0,8.31,DQN-ReLU-vf5-transfer
1009,transfer,DQN-ReLU-vf5-transfer-6,7,2,9.99,DQN-ReLU-vf5-transfer
1010,transfer,DQN-ReLU-transfer-132,133,3,7.0,DQN-ReLU-transfer
1011,transfer,DQN-ReLU-transfer-132,133,0,8.95,DQN-ReLU-transfer
1012,transfer,DQN-ReLU-transfer-132,133,2,6.16,DQN-ReLU-transfer
1013,transfer,DQN-ReLU-transfer-132,133,1,6.720000000000001,DQN-ReLU-transfer
1014,transfer,DQN-ReLU-transfer-132,133,4,8.39,DQN-ReLU-transfer
1015,transfer,DQN-ReLU-transfer-48,49,1,9.9,DQN-ReLU-transfer
1016,transfer,DQN-ReLU-transfer-48,49,4,9.97,DQN-ReLU-transfer
1017,transfer,DQN-ReLU-transfer-48,49,3,9.99,DQN-ReLU-transfer
1018,transfer,DQN-ReLU-transfer-48,49,2,9.92,DQN-ReLU-transfer
1019,transfer,DQN-ReLU-transfer-48,49,0,10.0,DQN-ReLU-transfer
1020,transfer,DQN-ReLU-vf5-transfer-82,83,4,9.25,DQN-ReLU-vf5-transfer
1021,transfer,DQN-ReLU-vf5-transfer-82,83,2,9.41,DQN-ReLU-vf5-transfer
1022,transfer,DQN-ReLU-vf5-transfer-82,83,3,9.53,DQN-ReLU-vf5-transfer
1023,transfer,DQN-ReLU-vf5-transfer-82,83,1,9.25,DQN-ReLU-vf5-transfer
1024,transfer,DQN-ReLU-vf5-transfer-82,83,0,10.0,DQN-ReLU-vf5-transfer
1025,transfer,DQN-ReLU-vf5-transfer-95,96,0,9.3,DQN-ReLU-vf5-transfer
1026,transfer,DQN-ReLU-vf5-transfer-95,96,2,8.870000000000001,DQN-ReLU-vf5-transfer
1027,transfer,DQN-ReLU-vf5-transfer-95,96,1,8.879999999999999,DQN-ReLU-vf5-transfer
1028,transfer,DQN-ReLU-vf5-transfer-95,96,3,9.93,DQN-ReLU-vf5-transfer
1029,transfer,DQN-ReLU-vf5-transfer-95,96,4,9.22,DQN-ReLU-vf5-transfer
1030,transfer,DQN-ReLU-vf5-transfer-77,78,4,9.22,DQN-ReLU-vf5-transfer
1031,transfer,DQN-ReLU-vf5-transfer-77,78,0,9.97,DQN-ReLU-vf5-transfer
1032,transfer,DQN-ReLU-vf5-transfer-77,78,1,9.95,DQN-ReLU-vf5-transfer
1033,transfer,DQN-ReLU-vf5-transfer-77,78,3,9.96,DQN-ReLU-vf5-transfer
1034,transfer,DQN-ReLU-vf5-transfer-77,78,2,9.3,DQN-ReLU-vf5-transfer
1035,transfer,DQN-ReLU-transfer-8,9,4,10.0,DQN-ReLU-transfer
1036,transfer,DQN-ReLU-transfer-8,9,3,10.0,DQN-ReLU-transfer
1037,transfer,DQN-ReLU-transfer-8,9,2,9.97,DQN-ReLU-transfer
1038,transfer,DQN-ReLU-transfer-8,9,1,9.99,DQN-ReLU-transfer
1039,transfer,DQN-ReLU-transfer-8,9,0,10.0,DQN-ReLU-transfer
1040,transfer,DQN-ReLU-transfer-168,169,1,6.46,DQN-ReLU-transfer
1041,transfer,DQN-ReLU-transfer-168,169,4,1.62,DQN-ReLU-transfer
1042,transfer,DQN-ReLU-transfer-168,169,3,8.57,DQN-ReLU-transfer
1043,transfer,DQN-ReLU-transfer-168,169,0,8.11,DQN-ReLU-transfer
1044,transfer,DQN-ReLU-transfer-168,169,2,3.86,DQN-ReLU-transfer
1045,transfer,DQN-ReLU-transfer-109,110,4,9.77,DQN-ReLU-transfer
1046,transfer,DQN-ReLU-transfer-109,110,0,9.52,DQN-ReLU-transfer
1047,transfer,DQN-ReLU-transfer-109,110,1,9.18,DQN-ReLU-transfer
1048,transfer,DQN-ReLU-transfer-109,110,3,9.74,DQN-ReLU-transfer
1049,transfer,DQN-ReLU-transfer-109,110,2,9.15,DQN-ReLU-transfer
1050,transfer,DQN-ReLU-transfer-145,146,3,9.1,DQN-ReLU-transfer
1051,transfer,DQN-ReLU-transfer-145,146,0,9.5,DQN-ReLU-transfer
1052,transfer,DQN-ReLU-transfer-145,146,1,9.2,DQN-ReLU-transfer
1053,transfer,DQN-ReLU-transfer-145,146,4,8.85,DQN-ReLU-transfer
1054,transfer,DQN-ReLU-transfer-145,146,2,8.73,DQN-ReLU-transfer
1055,transfer,DQN-ReLU-vf5-transfer-120,121,4,9.93,DQN-ReLU-vf5-transfer
1056,transfer,DQN-ReLU-vf5-transfer-120,121,1,10.0,DQN-ReLU-vf5-transfer
1057,transfer,DQN-ReLU-vf5-transfer-120,121,2,9.33,DQN-ReLU-vf5-transfer
1058,transfer,DQN-ReLU-vf5-transfer-120,121,0,9.65,DQN-ReLU-vf5-transfer
1059,transfer,DQN-ReLU-vf5-transfer-120,121,3,9.99,DQN-ReLU-vf5-transfer
1060,transfer,DQN-ReLU-transfer-91,92,0,9.9,DQN-ReLU-transfer
1061,transfer,DQN-ReLU-transfer-91,92,4,9.02,DQN-ReLU-transfer
1062,transfer,DQN-ReLU-transfer-91,92,1,9.83,DQN-ReLU-transfer
1063,transfer,DQN-ReLU-transfer-91,92,3,7.66,DQN-ReLU-transfer
1064,transfer,DQN-ReLU-transfer-91,92,2,9.7,DQN-ReLU-transfer
1065,transfer,DQN-ReLU-transfer-4,5,0,10.0,DQN-ReLU-transfer
1066,transfer,DQN-ReLU-transfer-4,5,3,9.99,DQN-ReLU-transfer
1067,transfer,DQN-ReLU-transfer-4,5,2,10.0,DQN-ReLU-transfer
1068,transfer,DQN-ReLU-transfer-4,5,4,9.99,DQN-ReLU-transfer
1069,transfer,DQN-ReLU-transfer-4,5,1,10.0,DQN-ReLU-transfer
1070,transfer,DQN-ReLU-transfer-65,66,2,5.15,DQN-ReLU-transfer
1071,transfer,DQN-ReLU-transfer-65,66,1,8.98,DQN-ReLU-transfer
1072,transfer,DQN-ReLU-transfer-65,66,0,9.03,DQN-ReLU-transfer
1073,transfer,DQN-ReLU-transfer-65,66,4,9.04,DQN-ReLU-transfer
1074,transfer,DQN-ReLU-transfer-65,66,3,8.4,DQN-ReLU-transfer
1075,transfer,DQN-ReLU-vf5-transfer-16,17,3,9.97,DQN-ReLU-vf5-transfer
1076,transfer,DQN-ReLU-vf5-transfer-16,17,2,9.58,DQN-ReLU-vf5-transfer
1077,transfer,DQN-ReLU-vf5-transfer-16,17,1,10.0,DQN-ReLU-vf5-transfer
1078,transfer,DQN-ReLU-vf5-transfer-16,17,4,9.95,DQN-ReLU-vf5-transfer
1079,transfer,DQN-ReLU-vf5-transfer-16,17,0,9.89,DQN-ReLU-vf5-transfer
1080,transfer,DQN-ReLU-vf5-transfer-157,158,0,8.969999999999999,DQN-ReLU-vf5-transfer
1081,transfer,DQN-ReLU-vf5-transfer-157,158,4,9.9,DQN-ReLU-vf5-transfer
1082,transfer,DQN-ReLU-vf5-transfer-157,158,3,10.0,DQN-ReLU-vf5-transfer
1083,transfer,DQN-ReLU-vf5-transfer-157,158,1,9.99,DQN-ReLU-vf5-transfer
1084,transfer,DQN-ReLU-vf5-transfer-157,158,2,9.07,DQN-ReLU-vf5-transfer
1085,transfer,DQN-ReLU-transfer-69,70,2,9.96,DQN-ReLU-transfer
1086,transfer,DQN-ReLU-transfer-69,70,4,9.97,DQN-ReLU-transfer
1087,transfer,DQN-ReLU-transfer-69,70,1,9.77,DQN-ReLU-transfer
1088,transfer,DQN-ReLU-transfer-69,70,0,9.91,DQN-ReLU-transfer
1089,transfer,DQN-ReLU-transfer-69,70,3,9.99,DQN-ReLU-transfer
1090,transfer,DQN-ReLU-vf5-transfer-21,22,3,9.95,DQN-ReLU-vf5-transfer
1091,transfer,DQN-ReLU-vf5-transfer-21,22,4,9.07,DQN-ReLU-vf5-transfer
1092,transfer,DQN-ReLU-vf5-transfer-21,22,1,9.66,DQN-ReLU-vf5-transfer
1093,transfer,DQN-ReLU-vf5-transfer-21,22,0,9.95,DQN-ReLU-vf5-transfer
1094,transfer,DQN-ReLU-vf5-transfer-21,22,2,9.96,DQN-ReLU-vf5-transfer
1095,transfer,DQN-ReLU-transfer-105,106,3,5.209999999999999,DQN-ReLU-transfer
1096,transfer,DQN-ReLU-transfer-105,106,4,2.35,DQN-ReLU-transfer
1097,transfer,DQN-ReLU-transfer-105,106,1,5.24,DQN-ReLU-transfer
1098,transfer,DQN-ReLU-transfer-105,106,2,0.5700000000000001,DQN-ReLU-transfer
1099,transfer,DQN-ReLU-transfer-105,106,0,8.27,DQN-ReLU-transfer
1100,transfer,DQN-ReLU-transfer-33,34,4,9.9,DQN-ReLU-transfer
1101,transfer,DQN-ReLU-transfer-33,34,1,10.0,DQN-ReLU-transfer
1102,transfer,DQN-ReLU-transfer-33,34,2,9.98,DQN-ReLU-transfer
1103,transfer,DQN-ReLU-transfer-33,34,3,10.0,DQN-ReLU-transfer
1104,transfer,DQN-ReLU-transfer-33,34,0,10.0,DQN-ReLU-transfer
1105,transfer,DQN-ReLU-transfer-124,125,4,1.92,DQN-ReLU-transfer
1106,transfer,DQN-ReLU-transfer-124,125,1,6.21,DQN-ReLU-transfer
1107,transfer,DQN-ReLU-transfer-124,125,0,8.620000000000001,DQN-ReLU-transfer
1108,transfer,DQN-ReLU-transfer-124,125,3,9.18,DQN-ReLU-transfer
1109,transfer,DQN-ReLU-transfer-124,125,2,8.13,DQN-ReLU-transfer
1110,transfer,DQN-ReLU-transfer-149,150,0,8.94,DQN-ReLU-transfer
1111,transfer,DQN-ReLU-transfer-149,150,3,9.2,DQN-ReLU-transfer
1112,transfer,DQN-ReLU-transfer-149,150,4,2.0600000000000005,DQN-ReLU-transfer
1113,transfer,DQN-ReLU-transfer-149,150,2,7.5,DQN-ReLU-transfer
1114,transfer,DQN-ReLU-transfer-149,150,1,8.620000000000001,DQN-ReLU-transfer
1115,transfer,DQN-ReLU-transfer-12,13,2,10.0,DQN-ReLU-transfer
1116,transfer,DQN-ReLU-transfer-12,13,1,10.0,DQN-ReLU-transfer
1117,transfer,DQN-ReLU-transfer-12,13,0,10.0,DQN-ReLU-transfer
1118,transfer,DQN-ReLU-transfer-12,13,4,10.0,DQN-ReLU-transfer
1119,transfer,DQN-ReLU-transfer-12,13,3,10.0,DQN-ReLU-transfer
1120,transfer,DQN-ReLU-transfer-113,114,0,3.76,DQN-ReLU-transfer
1121,transfer,DQN-ReLU-transfer-113,114,2,7.35,DQN-ReLU-transfer
1122,transfer,DQN-ReLU-transfer-113,114,3,6.71,DQN-ReLU-transfer
1123,transfer,DQN-ReLU-transfer-113,114,1,9.12,DQN-ReLU-transfer
1124,transfer,DQN-ReLU-transfer-113,114,4,8.27,DQN-ReLU-transfer
1125,transfer,DQN-ReLU-vf5-transfer-101,102,4,9.21,DQN-ReLU-vf5-transfer
1126,transfer,DQN-ReLU-vf5-transfer-101,102,1,9.87,DQN-ReLU-vf5-transfer
1127,transfer,DQN-ReLU-vf5-transfer-101,102,3,9.99,DQN-ReLU-vf5-transfer
1128,transfer,DQN-ReLU-vf5-transfer-101,102,0,9.9,DQN-ReLU-vf5-transfer
1129,transfer,DQN-ReLU-vf5-transfer-101,102,2,9.48,DQN-ReLU-vf5-transfer
1130,transfer,DQN-ReLU-vf5-transfer-56,57,1,8.22,DQN-ReLU-vf5-transfer
1131,transfer,DQN-ReLU-vf5-transfer-56,57,3,10.0,DQN-ReLU-vf5-transfer
1132,transfer,DQN-ReLU-vf5-transfer-56,57,2,9.16,DQN-ReLU-vf5-transfer
1133,transfer,DQN-ReLU-vf5-transfer-56,57,4,9.88,DQN-ReLU-vf5-transfer
1134,transfer,DQN-ReLU-vf5-transfer-56,57,0,9.39,DQN-ReLU-vf5-transfer
1135,transfer,DQN-ReLU-transfer-29,30,4,9.99,DQN-ReLU-transfer
1136,transfer,DQN-ReLU-transfer-29,30,3,9.97,DQN-ReLU-transfer
1137,transfer,DQN-ReLU-transfer-29,30,1,10.0,DQN-ReLU-transfer
1138,transfer,DQN-ReLU-transfer-29,30,2,9.97,DQN-ReLU-transfer
1139,transfer,DQN-ReLU-transfer-29,30,0,10.0,DQN-ReLU-transfer
1140,transfer,DQN-ReLU-vf5-transfer-37,38,4,8.16,DQN-ReLU-vf5-transfer
1141,transfer,DQN-ReLU-vf5-transfer-37,38,3,10.0,DQN-ReLU-vf5-transfer
1142,transfer,DQN-ReLU-vf5-transfer-37,38,2,9.99,DQN-ReLU-vf5-transfer
1143,transfer,DQN-ReLU-vf5-transfer-37,38,0,10.0,DQN-ReLU-vf5-transfer
1144,transfer,DQN-ReLU-vf5-transfer-37,38,1,9.12,DQN-ReLU-vf5-transfer
1145,transfer,DQN-ReLU-transfer-128,129,4,9.43,DQN-ReLU-transfer
1146,transfer,DQN-ReLU-transfer-128,129,0,9.68,DQN-ReLU-transfer
1147,transfer,DQN-ReLU-transfer-128,129,3,9.66,DQN-ReLU-transfer
1148,transfer,DQN-ReLU-transfer-128,129,2,9.87,DQN-ReLU-transfer
1149,transfer,DQN-ReLU-transfer-128,129,1,9.74,DQN-ReLU-transfer
1150,transfer,DQN-ReLU-vf5-transfer-160,161,4,9.35,DQN-ReLU-vf5-transfer
1151,transfer,DQN-ReLU-vf5-transfer-160,161,3,9.58,DQN-ReLU-vf5-transfer
1152,transfer,DQN-ReLU-vf5-transfer-160,161,0,8.33,DQN-ReLU-vf5-transfer
1153,transfer,DQN-ReLU-vf5-transfer-160,161,1,9.15,DQN-ReLU-vf5-transfer
1154,transfer,DQN-ReLU-vf5-transfer-160,161,2,9.06,DQN-ReLU-vf5-transfer
1155,transfer,DQN-ReLU-vf5-transfer-83,84,4,9.21,DQN-ReLU-vf5-transfer
1156,transfer,DQN-ReLU-vf5-transfer-83,84,0,9.53,DQN-ReLU-vf5-transfer
1157,transfer,DQN-ReLU-vf5-transfer-83,84,1,9.97,DQN-ReLU-vf5-transfer
1158,transfer,DQN-ReLU-vf5-transfer-83,84,3,10.0,DQN-ReLU-vf5-transfer
1159,transfer,DQN-ReLU-vf5-transfer-83,84,2,9.94,DQN-ReLU-vf5-transfer
1160,transfer,DQN-ReLU-transfer-86,87,2,1.14,DQN-ReLU-transfer
1161,transfer,DQN-ReLU-transfer-86,87,0,9.2,DQN-ReLU-transfer
1162,transfer,DQN-ReLU-transfer-86,87,4,1.9299999999999995,DQN-ReLU-transfer
1163,transfer,DQN-ReLU-transfer-86,87,1,7.04,DQN-ReLU-transfer
1164,transfer,DQN-ReLU-transfer-86,87,3,6.92,DQN-ReLU-transfer
1165,transfer,DQN-ReLU-vf5-transfer-61,62,0,9.15,DQN-ReLU-vf5-transfer
1166,transfer,DQN-ReLU-vf5-transfer-61,62,4,9.98,DQN-ReLU-vf5-transfer
1167,transfer,DQN-ReLU-vf5-transfer-61,62,3,10.0,DQN-ReLU-vf5-transfer
1168,transfer,DQN-ReLU-vf5-transfer-61,62,2,9.88,DQN-ReLU-vf5-transfer
1169,transfer,DQN-ReLU-vf5-transfer-61,62,1,10.0,DQN-ReLU-vf5-transfer
1170,transfer,DQN-ReLU-vf5-transfer-141,142,0,9.46,DQN-ReLU-vf5-transfer
1171,transfer,DQN-ReLU-vf5-transfer-141,142,3,10.0,DQN-ReLU-vf5-transfer
1172,transfer,DQN-ReLU-vf5-transfer-141,142,1,10.0,DQN-ReLU-vf5-transfer
1173,transfer,DQN-ReLU-vf5-transfer-141,142,2,10.0,DQN-ReLU-vf5-transfer
1174,transfer,DQN-ReLU-vf5-transfer-141,142,4,9.94,DQN-ReLU-vf5-transfer
1175,transfer,DQN-ReLU-transfer-52,53,1,9.88,DQN-ReLU-transfer
1176,transfer,DQN-ReLU-transfer-52,53,2,9.86,DQN-ReLU-transfer
1177,transfer,DQN-ReLU-transfer-52,53,4,9.95,DQN-ReLU-transfer
1178,transfer,DQN-ReLU-transfer-52,53,0,9.9,DQN-ReLU-transfer
1179,transfer,DQN-ReLU-transfer-52,53,3,9.83,DQN-ReLU-transfer
1180,transfer,DQN-ReLU-transfer-64,65,4,9.45,DQN-ReLU-transfer
1181,transfer,DQN-ReLU-transfer-64,65,2,6.07,DQN-ReLU-transfer
1182,transfer,DQN-ReLU-transfer-64,65,0,9.93,DQN-ReLU-transfer
1183,transfer,DQN-ReLU-transfer-64,65,1,9.16,DQN-ReLU-transfer
1184,transfer,DQN-ReLU-transfer-64,65,3,8.92,DQN-ReLU-transfer
1185,transfer,DQN-ReLU-vf5-transfer-57,58,4,9.58,DQN-ReLU-vf5-transfer
1186,transfer,DQN-ReLU-vf5-transfer-57,58,0,8.64,DQN-ReLU-vf5-transfer
1187,transfer,DQN-ReLU-vf5-transfer-57,58,1,9.99,DQN-ReLU-vf5-transfer
1188,transfer,DQN-ReLU-vf5-transfer-57,58,2,9.71,DQN-ReLU-vf5-transfer
1189,transfer,DQN-ReLU-vf5-transfer-57,58,3,10.0,DQN-ReLU-vf5-transfer
1190,transfer,DQN-ReLU-vf5-transfer-137,138,4,9.8,DQN-ReLU-vf5-transfer
1191,transfer,DQN-ReLU-vf5-transfer-137,138,2,9.21,DQN-ReLU-vf5-transfer
1192,transfer,DQN-ReLU-vf5-transfer-137,138,3,9.98,DQN-ReLU-vf5-transfer
1193,transfer,DQN-ReLU-vf5-transfer-137,138,1,7.5,DQN-ReLU-vf5-transfer
1194,transfer,DQN-ReLU-vf5-transfer-137,138,0,9.68,DQN-ReLU-vf5-transfer
1195,transfer,DQN-ReLU-vf5-transfer-156,157,0,9.78,DQN-ReLU-vf5-transfer
