,Environment,Algorithm,Goal,Seed,AUC,Experiment
298,transfer,DQN-ReLU-vf5-transfer-68,69,4,8.61,DQN-ReLU-vf5-transfer
299,transfer,DQN-ReLU-vf5-transfer-68,69,2,9.96,DQN-ReLU-vf5-transfer
300,transfer,DQN-ReLU-vf5-transfer-13,14,0,10.0,DQN-ReLU-vf5-transfer
301,transfer,DQN-ReLU-vf5-transfer-13,14,4,10.0,DQN-ReLU-vf5-transfer
302,transfer,DQN-ReLU-vf5-transfer-13,14,1,10.0,DQN-ReLU-vf5-transfer
303,transfer,DQN-ReLU-vf5-transfer-13,14,2,9.97,DQN-ReLU-vf5-transfer
304,transfer,DQN-ReLU-vf5-transfer-13,14,3,9.93,DQN-ReLU-vf5-transfer
305,transfer,DQN-ReLU-transfer-100,101,1,8.370000000000001,DQN-ReLU-transfer
306,transfer,DQN-ReLU-transfer-100,101,4,2.37,DQN-ReLU-transfer
307,transfer,DQN-ReLU-transfer-100,101,2,0.86,DQN-ReLU-transfer
308,transfer,DQN-ReLU-transfer-100,101,0,8.47,DQN-ReLU-transfer
309,transfer,DQN-ReLU-transfer-100,101,3,5.109999999999999,DQN-ReLU-transfer
310,transfer,DQN-ReLU-vf5-transfer-49,50,4,9.92,DQN-ReLU-vf5-transfer
311,transfer,DQN-ReLU-vf5-transfer-49,50,2,9.92,DQN-ReLU-vf5-transfer
312,transfer,DQN-ReLU-vf5-transfer-49,50,0,10.0,DQN-ReLU-vf5-transfer
313,transfer,DQN-ReLU-vf5-transfer-49,50,3,10.0,DQN-ReLU-vf5-transfer
314,transfer,DQN-ReLU-vf5-transfer-49,50,1,10.0,DQN-ReLU-vf5-transfer
315,transfer,DQN-ReLU-vf5-transfer-152,153,0,10.0,DQN-ReLU-vf5-transfer
316,transfer,DQN-ReLU-vf5-transfer-152,153,1,10.0,DQN-ReLU-vf5-transfer
317,transfer,DQN-ReLU-vf5-transfer-152,153,2,9.06,DQN-ReLU-vf5-transfer
318,transfer,DQN-ReLU-vf5-transfer-152,153,4,9.11,DQN-ReLU-vf5-transfer
319,transfer,DQN-ReLU-vf5-transfer-152,153,3,9.95,DQN-ReLU-vf5-transfer
320,transfer,DQN-ReLU-transfer-20,21,2,9.86,DQN-ReLU-transfer
321,transfer,DQN-ReLU-transfer-20,21,3,9.98,DQN-ReLU-transfer
322,transfer,DQN-ReLU-transfer-20,21,0,10.0,DQN-ReLU-transfer
323,transfer,DQN-ReLU-transfer-20,21,1,9.98,DQN-ReLU-transfer
324,transfer,DQN-ReLU-transfer-20,21,4,9.99,DQN-ReLU-transfer
325,transfer,DQN-ReLU-vf5-transfer-108,109,4,8.96,DQN-ReLU-vf5-transfer
326,transfer,DQN-ReLU-vf5-transfer-108,109,0,10.0,DQN-ReLU-vf5-transfer
327,transfer,DQN-ReLU-vf5-transfer-108,109,3,10.0,DQN-ReLU-vf5-transfer
328,transfer,DQN-ReLU-vf5-transfer-108,109,2,9.58,DQN-ReLU-vf5-transfer
329,transfer,DQN-ReLU-vf5-transfer-108,109,1,8.98,DQN-ReLU-vf5-transfer
330,transfer,DQN-ReLU-transfer-51,52,2,9.67,DQN-ReLU-transfer
331,transfer,DQN-ReLU-transfer-51,52,3,9.7,DQN-ReLU-transfer
332,transfer,DQN-ReLU-transfer-51,52,1,9.78,DQN-ReLU-transfer
333,transfer,DQN-ReLU-transfer-51,52,4,9.88,DQN-ReLU-transfer
334,transfer,DQN-ReLU-transfer-51,52,0,9.98,DQN-ReLU-transfer
335,transfer,DQN-ReLU-transfer-140,141,2,9.38,DQN-ReLU-transfer
336,transfer,DQN-ReLU-transfer-140,141,1,9.11,DQN-ReLU-transfer
337,transfer,DQN-ReLU-transfer-140,141,0,9.57,DQN-ReLU-transfer
338,transfer,DQN-ReLU-transfer-140,141,3,9.45,DQN-ReLU-transfer
339,transfer,DQN-ReLU-transfer-140,141,4,9.19,DQN-ReLU-transfer
340,transfer,DQN-ReLU-vf5-transfer-169,170,0,9.84,DQN-ReLU-vf5-transfer
341,transfer,DQN-ReLU-vf5-transfer-169,170,4,9.95,DQN-ReLU-vf5-transfer
342,transfer,DQN-ReLU-vf5-transfer-169,170,3,9.62,DQN-ReLU-vf5-transfer
343,transfer,DQN-ReLU-vf5-transfer-169,170,2,8.23,DQN-ReLU-vf5-transfer
344,transfer,DQN-ReLU-vf5-transfer-169,170,1,9.62,DQN-ReLU-vf5-transfer
345,transfer,DQN-ReLU-transfer-116,117,2,3.81,DQN-ReLU-transfer
346,transfer,DQN-ReLU-transfer-116,117,3,8.629999999999999,DQN-ReLU-transfer
347,transfer,DQN-ReLU-transfer-116,117,4,7.98,DQN-ReLU-transfer
348,transfer,DQN-ReLU-transfer-116,117,0,8.94,DQN-ReLU-transfer
349,transfer,DQN-ReLU-transfer-116,117,1,7.779999999999999,DQN-ReLU-transfer
350,transfer,DQN-ReLU-transfer--1,0,1,10.0,DQN-ReLU-transfer
351,transfer,DQN-ReLU-transfer--1,0,2,9.99,DQN-ReLU-transfer
352,transfer,DQN-ReLU-transfer--1,0,0,10.0,DQN-ReLU-transfer
353,transfer,DQN-ReLU-transfer--1,0,4,10.0,DQN-ReLU-transfer
354,transfer,DQN-ReLU-transfer--1,0,3,10.0,DQN-ReLU-transfer
355,transfer,DQN-ReLU-vf5-transfer-144,145,4,9.3,DQN-ReLU-vf5-transfer
356,transfer,DQN-ReLU-vf5-transfer-144,145,1,9.31,DQN-ReLU-vf5-transfer
357,transfer,DQN-ReLU-vf5-transfer-144,145,0,9.94,DQN-ReLU-vf5-transfer
358,transfer,DQN-ReLU-vf5-transfer-144,145,3,9.88,DQN-ReLU-vf5-transfer
359,transfer,DQN-ReLU-vf5-transfer-144,145,2,9.89,DQN-ReLU-vf5-transfer
360,transfer,DQN-ReLU-vf5-transfer-148,149,4,9.13,DQN-ReLU-vf5-transfer
361,transfer,DQN-ReLU-vf5-transfer-148,149,0,9.1,DQN-ReLU-vf5-transfer
362,transfer,DQN-ReLU-vf5-transfer-148,149,3,9.85,DQN-ReLU-vf5-transfer
363,transfer,DQN-ReLU-vf5-transfer-148,149,1,9.1,DQN-ReLU-vf5-transfer
364,transfer,DQN-ReLU-vf5-transfer-148,149,2,9.39,DQN-ReLU-vf5-transfer
365,transfer,DQN-ReLU-vf5-transfer-33,34,2,10.0,DQN-ReLU-vf5-transfer
366,transfer,DQN-ReLU-vf5-transfer-33,34,4,10.0,DQN-ReLU-vf5-transfer
367,transfer,DQN-ReLU-vf5-transfer-33,34,3,10.0,DQN-ReLU-vf5-transfer
368,transfer,DQN-ReLU-vf5-transfer-33,34,0,9.06,DQN-ReLU-vf5-transfer
369,transfer,DQN-ReLU-vf5-transfer-33,34,1,9.99,DQN-ReLU-vf5-transfer
370,transfer,DQN-ReLU-vf5-transfer-139,140,4,9.05,DQN-ReLU-vf5-transfer
371,transfer,DQN-ReLU-vf5-transfer-139,140,3,9.5,DQN-ReLU-vf5-transfer
372,transfer,DQN-ReLU-vf5-transfer-139,140,1,10.0,DQN-ReLU-vf5-transfer
373,transfer,DQN-ReLU-vf5-transfer-139,140,2,10.0,DQN-ReLU-vf5-transfer
374,transfer,DQN-ReLU-vf5-transfer-139,140,0,10.0,DQN-ReLU-vf5-transfer
375,transfer,DQN-ReLU-transfer-56,57,3,8.39,DQN-ReLU-transfer
376,transfer,DQN-ReLU-transfer-56,57,1,8.15,DQN-ReLU-transfer
377,transfer,DQN-ReLU-transfer-56,57,4,9.01,DQN-ReLU-transfer
378,transfer,DQN-ReLU-transfer-56,57,0,9.51,DQN-ReLU-transfer
379,transfer,DQN-ReLU-transfer-56,57,2,8.47,DQN-ReLU-transfer
380,transfer,DQN-ReLU-vf5-transfer-87,88,0,9.98,DQN-ReLU-vf5-transfer
381,transfer,DQN-ReLU-vf5-transfer-87,88,2,9.99,DQN-ReLU-vf5-transfer
382,transfer,DQN-ReLU-vf5-transfer-87,88,4,9.53,DQN-ReLU-vf5-transfer
383,transfer,DQN-ReLU-vf5-transfer-87,88,3,10.0,DQN-ReLU-vf5-transfer
384,transfer,DQN-ReLU-vf5-transfer-87,88,1,10.0,DQN-ReLU-vf5-transfer
385,transfer,DQN-ReLU-transfer-82,83,2,2.17,DQN-ReLU-transfer
386,transfer,DQN-ReLU-transfer-82,83,1,8.06,DQN-ReLU-transfer
387,transfer,DQN-ReLU-transfer-82,83,4,6.959999999999999,DQN-ReLU-transfer
388,transfer,DQN-ReLU-transfer-82,83,0,9.3,DQN-ReLU-transfer
389,transfer,DQN-ReLU-transfer-82,83,3,8.370000000000001,DQN-ReLU-transfer
390,transfer,DQN-ReLU-vf5-transfer-32,33,3,9.98,DQN-ReLU-vf5-transfer
391,transfer,DQN-ReLU-vf5-transfer-32,33,4,9.34,DQN-ReLU-vf5-transfer
392,transfer,DQN-ReLU-vf5-transfer-32,33,1,10.0,DQN-ReLU-vf5-transfer
393,transfer,DQN-ReLU-vf5-transfer-32,33,0,10.0,DQN-ReLU-vf5-transfer
394,transfer,DQN-ReLU-vf5-transfer-32,33,2,9.45,DQN-ReLU-vf5-transfer
395,transfer,DQN-ReLU-vf5-transfer-29,30,0,9.94,DQN-ReLU-vf5-transfer
396,transfer,DQN-ReLU-vf5-transfer-29,30,4,10.0,DQN-ReLU-vf5-transfer
397,transfer,DQN-ReLU-vf5-transfer-29,30,1,10.0,DQN-ReLU-vf5-transfer
398,transfer,DQN-ReLU-vf5-transfer-29,30,3,9.89,DQN-ReLU-vf5-transfer
399,transfer,DQN-ReLU-vf5-transfer-29,30,2,9.98,DQN-ReLU-vf5-transfer
400,transfer,DQN-ReLU-transfer-57,58,0,8.94,DQN-ReLU-transfer
401,transfer,DQN-ReLU-transfer-57,58,1,8.97,DQN-ReLU-transfer
402,transfer,DQN-ReLU-transfer-57,58,3,9.44,DQN-ReLU-transfer
403,transfer,DQN-ReLU-transfer-57,58,2,9.14,DQN-ReLU-transfer
404,transfer,DQN-ReLU-transfer-57,58,4,9.11,DQN-ReLU-transfer
405,transfer,DQN-ReLU-transfer-37,38,1,9.97,DQN-ReLU-transfer
406,transfer,DQN-ReLU-transfer-37,38,2,9.29,DQN-ReLU-transfer
407,transfer,DQN-ReLU-transfer-37,38,3,9.87,DQN-ReLU-transfer
408,transfer,DQN-ReLU-transfer-37,38,0,10.0,DQN-ReLU-transfer
409,transfer,DQN-ReLU-transfer-37,38,4,9.84,DQN-ReLU-transfer
410,transfer,DQN-ReLU-vf5-transfer-104,105,4,9.88,DQN-ReLU-vf5-transfer
411,transfer,DQN-ReLU-vf5-transfer-104,105,2,7.9,DQN-ReLU-vf5-transfer
412,transfer,DQN-ReLU-vf5-transfer-104,105,0,9.97,DQN-ReLU-vf5-transfer
413,transfer,DQN-ReLU-vf5-transfer-104,105,1,9.07,DQN-ReLU-vf5-transfer
414,transfer,DQN-ReLU-vf5-transfer-104,105,3,10.0,DQN-ReLU-vf5-transfer
415,transfer,DQN-ReLU-vf5-transfer-55,56,0,9.03,DQN-ReLU-vf5-transfer
416,transfer,DQN-ReLU-vf5-transfer-55,56,3,10.0,DQN-ReLU-vf5-transfer
417,transfer,DQN-ReLU-vf5-transfer-55,56,2,10.0,DQN-ReLU-vf5-transfer
418,transfer,DQN-ReLU-vf5-transfer-55,56,1,10.0,DQN-ReLU-vf5-transfer
419,transfer,DQN-ReLU-vf5-transfer-55,56,4,9.53,DQN-ReLU-vf5-transfer
420,transfer,DQN-ReLU-vf5-transfer-52,53,3,9.99,DQN-ReLU-vf5-transfer
421,transfer,DQN-ReLU-vf5-transfer-52,53,4,9.55,DQN-ReLU-vf5-transfer
422,transfer,DQN-ReLU-vf5-transfer-52,53,0,9.17,DQN-ReLU-vf5-transfer
423,transfer,DQN-ReLU-vf5-transfer-52,53,1,9.99,DQN-ReLU-vf5-transfer
424,transfer,DQN-ReLU-vf5-transfer-52,53,2,10.0,DQN-ReLU-vf5-transfer
425,transfer,DQN-ReLU-transfer-10,11,3,10.0,DQN-ReLU-transfer
426,transfer,DQN-ReLU-transfer-10,11,4,9.98,DQN-ReLU-transfer
427,transfer,DQN-ReLU-transfer-10,11,2,10.0,DQN-ReLU-transfer
428,transfer,DQN-ReLU-transfer-10,11,0,10.0,DQN-ReLU-transfer
429,transfer,DQN-ReLU-transfer-10,11,1,10.0,DQN-ReLU-transfer
430,transfer,DQN-ReLU-transfer-36,37,4,9.68,DQN-ReLU-transfer
431,transfer,DQN-ReLU-transfer-36,37,0,10.0,DQN-ReLU-transfer
432,transfer,DQN-ReLU-transfer-36,37,2,9.89,DQN-ReLU-transfer
433,transfer,DQN-ReLU-transfer-36,37,1,9.92,DQN-ReLU-transfer
434,transfer,DQN-ReLU-transfer-36,37,3,9.98,DQN-ReLU-transfer
435,transfer,DQN-ReLU-vf5-transfer-69,70,4,9.91,DQN-ReLU-vf5-transfer
436,transfer,DQN-ReLU-vf5-transfer-69,70,2,9.91,DQN-ReLU-vf5-transfer
437,transfer,DQN-ReLU-vf5-transfer-69,70,3,9.97,DQN-ReLU-vf5-transfer
438,transfer,DQN-ReLU-vf5-transfer-69,70,1,9.76,DQN-ReLU-vf5-transfer
439,transfer,DQN-ReLU-vf5-transfer-69,70,0,9.99,DQN-ReLU-vf5-transfer
440,transfer,DQN-ReLU-vf5-transfer-53,54,4,9.57,DQN-ReLU-vf5-transfer
441,transfer,DQN-ReLU-vf5-transfer-53,54,0,10.0,DQN-ReLU-vf5-transfer
442,transfer,DQN-ReLU-vf5-transfer-53,54,3,10.0,DQN-ReLU-vf5-transfer
443,transfer,DQN-ReLU-vf5-transfer-53,54,2,10.0,DQN-ReLU-vf5-transfer
444,transfer,DQN-ReLU-vf5-transfer-53,54,1,10.0,DQN-ReLU-vf5-transfer
445,transfer,DQN-ReLU-transfer-147,148,3,8.370000000000001,DQN-ReLU-transfer
446,transfer,DQN-ReLU-transfer-147,148,0,9.31,DQN-ReLU-transfer
447,transfer,DQN-ReLU-transfer-147,148,4,4.0200000000000005,DQN-ReLU-transfer
448,transfer,DQN-ReLU-transfer-147,148,1,8.23,DQN-ReLU-transfer
449,transfer,DQN-ReLU-transfer-147,148,2,8.879999999999999,DQN-ReLU-transfer
450,transfer,DQN-ReLU-vf5-transfer-162,163,0,3.790000000000001,DQN-ReLU-vf5-transfer
451,transfer,DQN-ReLU-vf5-transfer-162,163,4,9.27,DQN-ReLU-vf5-transfer
452,transfer,DQN-ReLU-vf5-transfer-162,163,3,9.57,DQN-ReLU-vf5-transfer
453,transfer,DQN-ReLU-vf5-transfer-162,163,2,9.62,DQN-ReLU-vf5-transfer
454,transfer,DQN-ReLU-vf5-transfer-162,163,1,8.21,DQN-ReLU-vf5-transfer
455,transfer,DQN-ReLU-transfer-88,89,2,6.92,DQN-ReLU-transfer
456,transfer,DQN-ReLU-transfer-88,89,4,8.86,DQN-ReLU-transfer
457,transfer,DQN-ReLU-transfer-88,89,1,8.129999999999999,DQN-ReLU-transfer
458,transfer,DQN-ReLU-transfer-88,89,3,9.2,DQN-ReLU-transfer
459,transfer,DQN-ReLU-transfer-88,89,0,9.24,DQN-ReLU-transfer
460,transfer,DQN-ReLU-vf5-transfer-14,15,2,9.83,DQN-ReLU-vf5-transfer
461,transfer,DQN-ReLU-vf5-transfer-14,15,4,9.91,DQN-ReLU-vf5-transfer
462,transfer,DQN-ReLU-vf5-transfer-14,15,0,9.22,DQN-ReLU-vf5-transfer
463,transfer,DQN-ReLU-vf5-transfer-14,15,1,9.88,DQN-ReLU-vf5-transfer
464,transfer,DQN-ReLU-vf5-transfer-14,15,3,9.65,DQN-ReLU-vf5-transfer
465,transfer,DQN-ReLU-transfer-70,71,2,8.47,DQN-ReLU-transfer
466,transfer,DQN-ReLU-transfer-70,71,1,9.06,DQN-ReLU-transfer
467,transfer,DQN-ReLU-transfer-70,71,4,8.55,DQN-ReLU-transfer
468,transfer,DQN-ReLU-transfer-70,71,3,8.89,DQN-ReLU-transfer
469,transfer,DQN-ReLU-transfer-70,71,0,9.95,DQN-ReLU-transfer
470,transfer,DQN-ReLU-transfer-131,132,3,9.87,DQN-ReLU-transfer
471,transfer,DQN-ReLU-transfer-131,132,0,9.33,DQN-ReLU-transfer
472,transfer,DQN-ReLU-transfer-131,132,4,8.05,DQN-ReLU-transfer
473,transfer,DQN-ReLU-transfer-131,132,1,8.82,DQN-ReLU-transfer
474,transfer,DQN-ReLU-transfer-131,132,2,9.11,DQN-ReLU-transfer
475,transfer,DQN-ReLU-vf5-transfer-78,79,4,9.96,DQN-ReLU-vf5-transfer
476,transfer,DQN-ReLU-vf5-transfer-78,79,0,9.93,DQN-ReLU-vf5-transfer
477,transfer,DQN-ReLU-vf5-transfer-78,79,2,9.24,DQN-ReLU-vf5-transfer
478,transfer,DQN-ReLU-vf5-transfer-78,79,1,9.99,DQN-ReLU-vf5-transfer
479,transfer,DQN-ReLU-vf5-transfer-78,79,3,9.99,DQN-ReLU-vf5-transfer
480,transfer,DQN-ReLU-transfer-92,93,2,2.0700000000000003,DQN-ReLU-transfer
481,transfer,DQN-ReLU-transfer-92,93,0,8.67,DQN-ReLU-transfer
482,transfer,DQN-ReLU-transfer-92,93,1,4.57,DQN-ReLU-transfer
483,transfer,DQN-ReLU-transfer-92,93,4,1.09,DQN-ReLU-transfer
484,transfer,DQN-ReLU-transfer-92,93,3,5.33,DQN-ReLU-transfer
485,transfer,DQN-ReLU-vf5-transfer-4,5,0,9.99,DQN-ReLU-vf5-transfer
486,transfer,DQN-ReLU-vf5-transfer-4,5,1,9.66,DQN-ReLU-vf5-transfer
487,transfer,DQN-ReLU-vf5-transfer-4,5,4,10.0,DQN-ReLU-vf5-transfer
488,transfer,DQN-ReLU-vf5-transfer-4,5,3,9.26,DQN-ReLU-vf5-transfer
489,transfer,DQN-ReLU-vf5-transfer-4,5,2,9.13,DQN-ReLU-vf5-transfer
490,transfer,DQN-ReLU-transfer-126,127,4,9.13,DQN-ReLU-transfer
491,transfer,DQN-ReLU-transfer-126,127,0,9.96,DQN-ReLU-transfer
492,transfer,DQN-ReLU-transfer-126,127,1,9.26,DQN-ReLU-transfer
493,transfer,DQN-ReLU-transfer-126,127,2,7.68,DQN-ReLU-transfer
494,transfer,DQN-ReLU-transfer-126,127,3,9.13,DQN-ReLU-transfer
495,transfer,DQN-ReLU-vf5-transfer-118,119,4,9.34,DQN-ReLU-vf5-transfer
496,transfer,DQN-ReLU-vf5-transfer-118,119,0,9.21,DQN-ReLU-vf5-transfer
497,transfer,DQN-ReLU-vf5-transfer-118,119,3,9.43,DQN-ReLU-vf5-transfer
498,transfer,DQN-ReLU-vf5-transfer-118,119,2,9.03,DQN-ReLU-vf5-transfer
499,transfer,DQN-ReLU-vf5-transfer-118,119,1,9.07,DQN-ReLU-vf5-transfer
500,transfer,DQN-ReLU-transfer-47,48,1,9.82,DQN-ReLU-transfer
501,transfer,DQN-ReLU-transfer-47,48,0,9.95,DQN-ReLU-transfer
502,transfer,DQN-ReLU-transfer-47,48,2,9.95,DQN-ReLU-transfer
503,transfer,DQN-ReLU-transfer-47,48,3,9.2,DQN-ReLU-transfer
504,transfer,DQN-ReLU-transfer-47,48,4,9.92,DQN-ReLU-transfer
505,transfer,DQN-ReLU-vf5-transfer-63,64,4,9.96,DQN-ReLU-vf5-transfer
506,transfer,DQN-ReLU-vf5-transfer-63,64,0,9.27,DQN-ReLU-vf5-transfer
507,transfer,DQN-ReLU-vf5-transfer-63,64,1,9.7,DQN-ReLU-vf5-transfer
508,transfer,DQN-ReLU-vf5-transfer-63,64,3,9.98,DQN-ReLU-vf5-transfer
509,transfer,DQN-ReLU-vf5-transfer-63,64,2,10.0,DQN-ReLU-vf5-transfer
510,transfer,DQN-ReLU-vf5-transfer-19,20,0,9.79,DQN-ReLU-vf5-transfer
511,transfer,DQN-ReLU-vf5-transfer-19,20,2,8.74,DQN-ReLU-vf5-transfer
512,transfer,DQN-ReLU-vf5-transfer-19,20,4,9.99,DQN-ReLU-vf5-transfer
513,transfer,DQN-ReLU-vf5-transfer-19,20,1,9.95,DQN-ReLU-vf5-transfer
514,transfer,DQN-ReLU-vf5-transfer-19,20,3,9.83,DQN-ReLU-vf5-transfer
515,transfer,DQN-ReLU-transfer-150,151,2,6.46,DQN-ReLU-transfer
516,transfer,DQN-ReLU-transfer-150,151,3,8.95,DQN-ReLU-transfer
517,transfer,DQN-ReLU-transfer-150,151,4,4.42,DQN-ReLU-transfer
518,transfer,DQN-ReLU-transfer-150,151,0,2.76,DQN-ReLU-transfer
519,transfer,DQN-ReLU-transfer-150,151,1,6.98,DQN-ReLU-transfer
520,transfer,DQN-ReLU-vf5-transfer-79,80,0,9.92,DQN-ReLU-vf5-transfer
521,transfer,DQN-ReLU-vf5-transfer-79,80,1,9.98,DQN-ReLU-vf5-transfer
522,transfer,DQN-ReLU-vf5-transfer-79,80,4,9.67,DQN-ReLU-vf5-transfer
523,transfer,DQN-ReLU-vf5-transfer-79,80,2,9.77,DQN-ReLU-vf5-transfer
524,transfer,DQN-ReLU-vf5-transfer-79,80,3,10.0,DQN-ReLU-vf5-transfer
525,transfer,DQN-ReLU-transfer-6,7,4,9.99,DQN-ReLU-transfer
526,transfer,DQN-ReLU-transfer-6,7,2,10.0,DQN-ReLU-transfer
527,transfer,DQN-ReLU-transfer-6,7,1,10.0,DQN-ReLU-transfer
528,transfer,DQN-ReLU-transfer-6,7,3,9.99,DQN-ReLU-transfer
529,transfer,DQN-ReLU-transfer-6,7,0,10.0,DQN-ReLU-transfer
530,transfer,DQN-ReLU-transfer-46,47,4,9.98,DQN-ReLU-transfer
531,transfer,DQN-ReLU-transfer-46,47,2,9.9,DQN-ReLU-transfer
532,transfer,DQN-ReLU-transfer-46,47,1,9.94,DQN-ReLU-transfer
533,transfer,DQN-ReLU-transfer-46,47,3,10.0,DQN-ReLU-transfer
534,transfer,DQN-ReLU-transfer-46,47,0,9.67,DQN-ReLU-transfer
535,transfer,DQN-ReLU-vf5-transfer-5,6,1,10.0,DQN-ReLU-vf5-transfer
536,transfer,DQN-ReLU-vf5-transfer-5,6,3,9.96,DQN-ReLU-vf5-transfer
537,transfer,DQN-ReLU-vf5-transfer-5,6,0,9.92,DQN-ReLU-vf5-transfer
538,transfer,DQN-ReLU-vf5-transfer-5,6,2,9.95,DQN-ReLU-vf5-transfer
539,transfer,DQN-ReLU-vf5-transfer-5,6,4,9.95,DQN-ReLU-vf5-transfer
540,transfer,DQN-ReLU-transfer-7,8,2,9.97,DQN-ReLU-transfer
541,transfer,DQN-ReLU-transfer-7,8,3,10.0,DQN-ReLU-transfer
542,transfer,DQN-ReLU-transfer-7,8,1,10.0,DQN-ReLU-transfer
543,transfer,DQN-ReLU-transfer-7,8,0,10.0,DQN-ReLU-transfer
544,transfer,DQN-ReLU-transfer-7,8,4,10.0,DQN-ReLU-transfer
545,transfer,DQN-ReLU-transfer-89,90,4,9.92,DQN-ReLU-transfer
546,transfer,DQN-ReLU-transfer-89,90,1,9.63,DQN-ReLU-transfer
547,transfer,DQN-ReLU-transfer-89,90,2,9.52,DQN-ReLU-transfer
548,transfer,DQN-ReLU-transfer-89,90,0,9.3,DQN-ReLU-transfer
549,transfer,DQN-ReLU-transfer-89,90,3,9.6,DQN-ReLU-transfer
550,transfer,DQN-ReLU-transfer-67,68,0,9.95,DQN-ReLU-transfer
551,transfer,DQN-ReLU-transfer-67,68,3,9.41,DQN-ReLU-transfer
552,transfer,DQN-ReLU-transfer-67,68,4,9.1,DQN-ReLU-transfer
553,transfer,DQN-ReLU-transfer-67,68,2,9.1,DQN-ReLU-transfer
554,transfer,DQN-ReLU-transfer-67,68,1,9.44,DQN-ReLU-transfer
555,transfer,DQN-ReLU-vf5-transfer-97,98,4,9.99,DQN-ReLU-vf5-transfer
556,transfer,DQN-ReLU-vf5-transfer-97,98,3,9.97,DQN-ReLU-vf5-transfer
557,transfer,DQN-ReLU-vf5-transfer-97,98,2,9.99,DQN-ReLU-vf5-transfer
558,transfer,DQN-ReLU-vf5-transfer-97,98,1,9.99,DQN-ReLU-vf5-transfer
559,transfer,DQN-ReLU-vf5-transfer-97,98,0,9.24,DQN-ReLU-vf5-transfer
560,transfer,DQN-ReLU-transfer-151,152,2,4.16,DQN-ReLU-transfer
561,transfer,DQN-ReLU-transfer-151,152,3,8.73,DQN-ReLU-transfer
562,transfer,DQN-ReLU-transfer-151,152,4,3.75,DQN-ReLU-transfer
563,transfer,DQN-ReLU-transfer-151,152,0,8.9,DQN-ReLU-transfer
564,transfer,DQN-ReLU-transfer-151,152,1,6.16,DQN-ReLU-transfer
565,transfer,DQN-ReLU-transfer-130,131,3,9.68,DQN-ReLU-transfer
566,transfer,DQN-ReLU-transfer-130,131,2,9.44,DQN-ReLU-transfer
567,transfer,DQN-ReLU-transfer-130,131,0,9.57,DQN-ReLU-transfer
568,transfer,DQN-ReLU-transfer-130,131,4,9.27,DQN-ReLU-transfer
569,transfer,DQN-ReLU-transfer-130,131,1,9.6,DQN-ReLU-transfer
570,transfer,DQN-ReLU-vf5-transfer-163,164,2,9.18,DQN-ReLU-vf5-transfer
571,transfer,DQN-ReLU-vf5-transfer-163,164,4,10.0,DQN-ReLU-vf5-transfer
572,transfer,DQN-ReLU-vf5-transfer-163,164,0,10.0,DQN-ReLU-vf5-transfer
573,transfer,DQN-ReLU-vf5-transfer-163,164,1,10.0,DQN-ReLU-vf5-transfer
574,transfer,DQN-ReLU-vf5-transfer-163,164,3,9.54,DQN-ReLU-vf5-transfer
575,transfer,DQN-ReLU-vf5-transfer-42,43,0,9.75,DQN-ReLU-vf5-transfer
576,transfer,DQN-ReLU-vf5-transfer-42,43,3,9.95,DQN-ReLU-vf5-transfer
577,transfer,DQN-ReLU-vf5-transfer-42,43,2,9.86,DQN-ReLU-vf5-transfer
578,transfer,DQN-ReLU-vf5-transfer-42,43,4,10.0,DQN-ReLU-vf5-transfer
579,transfer,DQN-ReLU-vf5-transfer-42,43,1,10.0,DQN-ReLU-vf5-transfer
580,transfer,DQN-ReLU-vf5-transfer-43,44,3,10.0,DQN-ReLU-vf5-transfer
581,transfer,DQN-ReLU-vf5-transfer-43,44,2,9.6,DQN-ReLU-vf5-transfer
582,transfer,DQN-ReLU-vf5-transfer-43,44,4,9.94,DQN-ReLU-vf5-transfer
583,transfer,DQN-ReLU-vf5-transfer-43,44,0,10.0,DQN-ReLU-vf5-transfer
584,transfer,DQN-ReLU-vf5-transfer-43,44,1,10.0,DQN-ReLU-vf5-transfer
585,transfer,DQN-ReLU-vf5-transfer-62,63,4,9.87,DQN-ReLU-vf5-transfer
586,transfer,DQN-ReLU-vf5-transfer-62,63,3,9.23,DQN-ReLU-vf5-transfer
587,transfer,DQN-ReLU-vf5-transfer-62,63,2,9.99,DQN-ReLU-vf5-transfer
588,transfer,DQN-ReLU-vf5-transfer-62,63,0,9.27,DQN-ReLU-vf5-transfer
589,transfer,DQN-ReLU-vf5-transfer-62,63,1,0.0,DQN-ReLU-vf5-transfer
590,transfer,DQN-ReLU-vf5-transfer-75,76,4,9.99,DQN-ReLU-vf5-transfer
591,transfer,DQN-ReLU-vf5-transfer-75,76,0,10.0,DQN-ReLU-vf5-transfer
592,transfer,DQN-ReLU-vf5-transfer-75,76,2,9.77,DQN-ReLU-vf5-transfer
593,transfer,DQN-ReLU-vf5-transfer-75,76,1,9.99,DQN-ReLU-vf5-transfer
594,transfer,DQN-ReLU-vf5-transfer-75,76,3,9.78,DQN-ReLU-vf5-transfer
595,transfer,DQN-ReLU-vf5-transfer-114,115,0,9.21,DQN-ReLU-vf5-transfer
596,transfer,DQN-ReLU-vf5-transfer-114,115,2,9.34,DQN-ReLU-vf5-transfer
597,transfer,DQN-ReLU-vf5-transfer-114,115,4,9.06,DQN-ReLU-vf5-transfer
