,Environment,Algorithm,Goal,Hyperparameter,Value,AUC,Return,Successes
0,gridworldpartial_transfer_hyper_sweep,ARDRQN-FTA-GridworldPartial-200,200,optimizer.alpha,0.0001,7.964,2489.4,0.9954791929382093
1,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-170,170,optimizer.alpha,0.0003,8.687999999999999,2704.6,0.9887274441570364
2,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-110,110,optimizer.alpha,0.0003,8.687999999999999,2704.6,0.9887274441570364
3,gridworldpartial_transfer_hyper_sweep,ARDQN-ReLU-GridworldPartial-180,180,optimizer.alpha,0.0003,6.0,1113.8,0.7360996589453855
4,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-100,100,optimizer.alpha,0.0003,8.688,2704.6,0.9887274441570364
5,gridworldpartial_transfer_hyper_sweep,ARDQN-FTA-GridworldPartial-110,110,optimizer.alpha,0.0003,5.497999999999999,961.2,0.7125285340979911
6,gridworldpartial_transfer_hyper_sweep,ARDQN-FTA-GridworldPartial-60,60,optimizer.alpha,0.0003,5.497999999999999,961.2,0.7125285340979911
7,gridworldpartial_transfer_hyper_sweep,ARDQN-ReLU-GridworldPartial-0,0,optimizer.alpha,0.0003,6.0,1113.8,0.7360996589453856
8,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-200,200,optimizer.alpha,0.0003,8.688,2704.6,0.9887274441570364
9,gridworldpartial_transfer_hyper_sweep,ARDQN-ReLU-GridworldPartial-170,170,optimizer.alpha,0.0003,6.000000000000001,1113.8,0.7360996589453855
10,gridworldpartial_transfer_hyper_sweep,ARDQN-ReLU-GridworldPartial-190,190,optimizer.alpha,0.0003,6.0,1113.8,0.7360996589453855
11,gridworldpartial_transfer_hyper_sweep,ARDQN-FTA-GridworldPartial-80,80,optimizer.alpha,0.0003,5.498,961.2,0.712528534097991
12,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-120,120,optimizer.alpha,0.0003,8.687999999999999,2704.6,0.9887274441570364
13,gridworldpartial_transfer_hyper_sweep,ARDRQN-FTA-GridworldPartial-180,180,optimizer.alpha,0.0001,7.964,2489.4,0.9954791929382093
14,gridworldpartial_transfer_hyper_sweep,ARDQN-ReLU-GridworldPartial-70,70,optimizer.alpha,0.0003,6.0,1113.8,0.7360996589453856
15,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-190,190,optimizer.alpha,0.0003,8.687999999999999,2704.6,0.9887274441570364
16,gridworldpartial_transfer_hyper_sweep,ARDQN-FTA-GridworldPartial-130,130,optimizer.alpha,0.0003,5.498,961.2,0.7125285340979909
17,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-0,0,optimizer.alpha,0.0003,8.687999999999999,2704.6,0.9887274441570364
18,gridworldpartial_transfer_hyper_sweep,ARDRQN-FTA-GridworldPartial-30,30,optimizer.alpha,0.0001,7.964,2489.4,0.9954791929382093
19,gridworldpartial_transfer_hyper_sweep,ARDRQN-FTA-GridworldPartial-20,20,optimizer.alpha,0.0001,7.964,2489.4,0.9954791929382093
20,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-160,160,optimizer.alpha,0.0003,8.688,2704.6,0.9887274441570364
21,gridworldpartial_transfer_hyper_sweep,ARDRQN-FTA-GridworldPartial-40,40,optimizer.alpha,0.0001,7.964,2489.4,0.9954791929382093
22,gridworldpartial_transfer_hyper_sweep,ARDRQN-FTA-GridworldPartial-140,140,optimizer.alpha,0.0001,7.964,2489.4,0.9954791929382093
23,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-150,150,optimizer.alpha,0.0003,8.687999999999999,2704.6,0.9887274441570364
24,gridworldpartial_transfer_hyper_sweep,ARDRQN-FTA-GridworldPartial-70,70,optimizer.alpha,0.0001,7.964,2489.4,0.9954791929382093
25,gridworldpartial_transfer_hyper_sweep,ARDQN-ReLU-GridworldPartial-60,60,optimizer.alpha,0.0003,6.0,1113.8,0.7360996589453856
26,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-10,10,optimizer.alpha,0.0003,8.687999999999999,2704.6,0.9887274441570364
27,gridworldpartial_transfer_hyper_sweep,ARDQN-FTA-GridworldPartial-160,160,optimizer.alpha,0.0003,5.498,961.2,0.7125285340979911
28,gridworldpartial_transfer_hyper_sweep,ARDQN-ReLU-GridworldPartial-120,120,optimizer.alpha,0.0003,6.0,1113.8,0.7360996589453855
29,gridworldpartial_transfer_hyper_sweep,ARDQN-ReLU-GridworldPartial-80,80,optimizer.alpha,0.0003,6.000000000000001,1113.8,0.7360996589453855
30,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-30,30,optimizer.alpha,0.0003,8.688,2704.6,0.9887274441570364
31,gridworldpartial_transfer_hyper_sweep,ARDQN-FTA-GridworldPartial-190,190,optimizer.alpha,0.0003,5.497999999999999,961.2,0.7125285340979909
32,gridworldpartial_transfer_hyper_sweep,ARDRQN-FTA-GridworldPartial-10,10,optimizer.alpha,0.0001,7.964,2489.4,0.9954791929382093
33,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-180,180,optimizer.alpha,0.0003,8.687999999999999,2704.6,0.9887274441570364
34,gridworldpartial_transfer_hyper_sweep,ARDQN-FTA-GridworldPartial-150,150,optimizer.alpha,0.0003,5.498,961.2,0.7125285340979911
35,gridworldpartial_transfer_hyper_sweep,ARDQN-ReLU-GridworldPartial-130,130,optimizer.alpha,0.0003,6.0,1113.8,0.7360996589453855
36,gridworldpartial_transfer_hyper_sweep,ARDQN-FTA-GridworldPartial-180,180,optimizer.alpha,0.0003,5.498,961.2,0.7125285340979909
37,gridworldpartial_transfer_hyper_sweep,ARDQN-FTA-GridworldPartial-50,50,optimizer.alpha,0.0003,5.497999999999999,961.2,0.712528534097991
38,gridworldpartial_transfer_hyper_sweep,ARDRQN-FTA-GridworldPartial-160,160,optimizer.alpha,0.0001,7.964,2489.4,0.9954791929382093
39,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-50,50,optimizer.alpha,0.0003,8.687999999999999,2704.6,0.9887274441570364
40,gridworldpartial_transfer_hyper_sweep,ARDQN-ReLU-GridworldPartial-200,200,optimizer.alpha,0.0003,6.0,1113.8,0.7360996589453855
41,gridworldpartial_transfer_hyper_sweep,ARDRQN-FTA-GridworldPartial-170,170,optimizer.alpha,0.0001,7.964,2489.4,0.9954791929382093
42,gridworldpartial_transfer_hyper_sweep,ARDQN-FTA-GridworldPartial-170,170,optimizer.alpha,0.0003,5.498,961.2,0.7125285340979909
43,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-60,60,optimizer.alpha,0.0003,8.688,2704.6,0.9887274441570364
44,gridworldpartial_transfer_hyper_sweep,ARDQN-FTA-GridworldPartial-120,120,optimizer.alpha,0.0003,5.497999999999999,961.2,0.712528534097991
45,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-70,70,optimizer.alpha,0.0003,8.687999999999999,2704.6,0.9887274441570364
46,gridworldpartial_transfer_hyper_sweep,ARDQN-ReLU-GridworldPartial-160,160,optimizer.alpha,0.0003,6.000000000000001,1113.8,0.7360996589453856
47,gridworldpartial_transfer_hyper_sweep,ARDQN-ReLU-GridworldPartial-50,50,optimizer.alpha,0.0003,6.0,1113.8,0.7360996589453856
48,gridworldpartial_transfer_hyper_sweep,ARDRQN-FTA-GridworldPartial-80,80,optimizer.alpha,0.0001,7.964,2489.4,0.9954791929382093
49,gridworldpartial_transfer_hyper_sweep,ARDQN-FTA-GridworldPartial-90,90,optimizer.alpha,0.0003,5.497999999999999,961.2,0.712528534097991
50,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-40,40,optimizer.alpha,0.0003,8.687999999999999,2704.6,0.9887274441570364
51,gridworldpartial_transfer_hyper_sweep,ARDQN-ReLU-GridworldPartial-110,110,optimizer.alpha,0.0003,6.0,1113.8,0.7360996589453855
52,gridworldpartial_transfer_hyper_sweep,ARDRQN-FTA-GridworldPartial-60,60,optimizer.alpha,0.0001,7.964,2489.4,0.9954791929382093
53,gridworldpartial_transfer_hyper_sweep,ARDRQN-FTA-GridworldPartial-190,190,optimizer.alpha,0.0001,7.964,2489.4,0.9954791929382093
54,gridworldpartial_transfer_hyper_sweep,ARDRQN-FTA-GridworldPartial-150,150,optimizer.alpha,0.0001,7.964,2489.4,0.9954791929382093
55,gridworldpartial_transfer_hyper_sweep,ARDRQN-FTA-GridworldPartial-120,120,optimizer.alpha,0.0001,7.964,2489.4,0.9954791929382093
56,gridworldpartial_transfer_hyper_sweep,ARDRQN-FTA-GridworldPartial-0,0,optimizer.alpha,0.0001,7.964,2489.4,0.9954791929382093
57,gridworldpartial_transfer_hyper_sweep,ARDQN-FTA-GridworldPartial-30,30,optimizer.alpha,0.0003,5.497999999999999,961.2,0.712528534097991
58,gridworldpartial_transfer_hyper_sweep,ARDQN-FTA-GridworldPartial-0,0,optimizer.alpha,0.0003,5.497999999999999,961.2,0.712528534097991
59,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-140,140,optimizer.alpha,0.0003,8.687999999999999,2704.6,0.9887274441570364
60,gridworldpartial_transfer_hyper_sweep,ARDRQN-FTA-GridworldPartial-50,50,optimizer.alpha,0.0001,7.964,2489.4,0.9954791929382093
61,gridworldpartial_transfer_hyper_sweep,ARDRQN-ReLU-GridworldPartial-90,90,optimizer.alpha,0.0003,8.688,2704.6,0.9887274441570364
62,gridworldpartial_transfer_hyper_sweep,ARDQN-FTA-GridworldPartial-70,70,optimizer.alpha,0.0003,5.497999999999999,961.2,0.712528534097991
63,gridworldpartial_transfer_hyper_sweep,ARDQN-FTA-GridworldPartial-100,100,optimizer.alpha,0.0003,5.497999999999999,961.2,0.712528534097991
64,gridworldpartial_transfer_hyper_sweep,ARDQN-FTA-GridworldPartial-20,20,optimizer.alpha,0.0003,5.498,961.2,0.7125285340979911
