,Environment,Algorithm,Goal,Seed,AUC
1309,transfer,DQN-ReLU-vf5-transfer-161,161,1,9.93
1310,transfer,DQN-ReLU-transfer-75,75,1,9.4
1311,transfer,DQN-ReLU-transfer-75,75,3,9.04
1312,transfer,DQN-ReLU-transfer-75,75,4,9.05
1313,transfer,DQN-ReLU-transfer-75,75,0,10.0
1314,transfer,DQN-ReLU-transfer-75,75,2,9.379999999999999
1315,transfer,DQN-ReLU-vf5-transfer-111,111,4,2.53
1316,transfer,DQN-ReLU-vf5-transfer-111,111,0,7.539999999999999
1317,transfer,DQN-ReLU-vf5-transfer-111,111,3,9.79
1318,transfer,DQN-ReLU-vf5-transfer-111,111,1,9.98
1319,transfer,DQN-ReLU-vf5-transfer-111,111,2,7.140000000000001
1320,transfer,DQN-ReLU-transfer-87,87,2,10.0
1321,transfer,DQN-ReLU-transfer-87,87,3,9.969999999999999
1322,transfer,DQN-ReLU-transfer-87,87,0,9.99
1323,transfer,DQN-ReLU-transfer-87,87,4,9.940000000000001
1324,transfer,DQN-ReLU-transfer-87,87,1,9.94
1325,transfer,DQN-ReLU-vf5-transfer-88,88,4,9.64
1326,transfer,DQN-ReLU-vf5-transfer-88,88,2,9.21
1327,transfer,DQN-ReLU-vf5-transfer-88,88,3,10.0
1328,transfer,DQN-ReLU-vf5-transfer-88,88,1,9.85
1329,transfer,DQN-ReLU-vf5-transfer-88,88,0,10.0
1330,transfer,DQN-ReLU-transfer-43,43,0,9.33
1331,transfer,DQN-ReLU-transfer-43,43,2,9.79
1332,transfer,DQN-ReLU-transfer-43,43,4,9.96
1333,transfer,DQN-ReLU-transfer-43,43,1,9.98
1334,transfer,DQN-ReLU-transfer-43,43,3,9.65
1335,transfer,DQN-ReLU-transfer-9,9,2,10.0
1336,transfer,DQN-ReLU-transfer-9,9,0,10.0
1337,transfer,DQN-ReLU-transfer-9,9,1,10.0
1338,transfer,DQN-ReLU-transfer-9,9,4,10.0
1339,transfer,DQN-ReLU-transfer-9,9,3,10.0
1340,transfer,DQN-ReLU-transfer-96,96,2,1.41
1341,transfer,DQN-ReLU-transfer-96,96,3,1.4600000000000002
1342,transfer,DQN-ReLU-transfer-96,96,4,1.8
1343,transfer,DQN-ReLU-transfer-96,96,1,8.01
1344,transfer,DQN-ReLU-transfer-96,96,0,8.71
1345,transfer,DQN-ReLU-transfer-2,2,4,10.0
1346,transfer,DQN-ReLU-transfer-2,2,1,10.0
1347,transfer,DQN-ReLU-transfer-2,2,2,10.0
1348,transfer,DQN-ReLU-transfer-2,2,3,10.0
1349,transfer,DQN-ReLU-transfer-2,2,0,10.0
1350,transfer,DQN-ReLU-transfer-159,159,3,9.61
1351,transfer,DQN-ReLU-transfer-159,159,0,9.370000000000001
1352,transfer,DQN-ReLU-transfer-159,159,1,9.18
1353,transfer,DQN-ReLU-transfer-159,159,2,9.02
1354,transfer,DQN-ReLU-transfer-159,159,4,9.1
1355,transfer,DQN-ReLU-vf5-transfer-46,46,4,9.879999999999999
1356,transfer,DQN-ReLU-vf5-transfer-46,46,3,10.0
1357,transfer,DQN-ReLU-vf5-transfer-46,46,2,9.15
1358,transfer,DQN-ReLU-vf5-transfer-46,46,1,10.0
1359,transfer,DQN-ReLU-vf5-transfer-46,46,0,9.99
1360,transfer,DQN-ReLU-transfer-154,154,1,7.12
1361,transfer,DQN-ReLU-transfer-154,154,2,7.279999999999999
1362,transfer,DQN-ReLU-transfer-154,154,0,4.0
1363,transfer,DQN-ReLU-transfer-154,154,3,8.89
1364,transfer,DQN-ReLU-transfer-154,154,4,1.99
1365,transfer,DQN-ReLU-transfer-135,135,1,3.84
1366,transfer,DQN-ReLU-transfer-135,135,0,7.68
1367,transfer,DQN-ReLU-transfer-135,135,4,3.5900000000000003
1368,transfer,DQN-ReLU-transfer-135,135,2,4.69
1369,transfer,DQN-ReLU-transfer-135,135,3,7.9
1370,transfer,DQN-ReLU-vf5-transfer-10,10,3,9.85
1371,transfer,DQN-ReLU-vf5-transfer-10,10,0,10.0
1372,transfer,DQN-ReLU-vf5-transfer-10,10,2,9.96
1373,transfer,DQN-ReLU-vf5-transfer-10,10,4,9.69
1374,transfer,DQN-ReLU-vf5-transfer-10,10,1,10.0
1375,transfer,DQN-ReLU-transfer-63,63,2,9.3
1376,transfer,DQN-ReLU-transfer-63,63,0,9.98
1377,transfer,DQN-ReLU-transfer-63,63,1,9.89
1378,transfer,DQN-ReLU-transfer-63,63,3,8.83
1379,transfer,DQN-ReLU-transfer-63,63,4,9.620000000000001
1380,transfer,DQN-ReLU-vf5-transfer-166,166,4,9.01
1381,transfer,DQN-ReLU-vf5-transfer-166,166,2,9.44
1382,transfer,DQN-ReLU-vf5-transfer-166,166,3,9.35
1383,transfer,DQN-ReLU-vf5-transfer-166,166,1,8.99
1384,transfer,DQN-ReLU-vf5-transfer-166,166,0,9.93
1385,transfer,DQN-ReLU-vf5-transfer-107,107,4,9.969999999999999
1386,transfer,DQN-ReLU-vf5-transfer-107,107,0,9.95
1387,transfer,DQN-ReLU-vf5-transfer-107,107,3,10.0
1388,transfer,DQN-ReLU-vf5-transfer-107,107,2,10.0
1389,transfer,DQN-ReLU-vf5-transfer-107,107,1,10.0
1390,transfer,DQN-ReLU-transfer-74,74,1,8.48
1391,transfer,DQN-ReLU-transfer-74,74,2,7.709999999999999
1392,transfer,DQN-ReLU-transfer-74,74,0,9.36
1393,transfer,DQN-ReLU-transfer-74,74,3,8.34
1394,transfer,DQN-ReLU-transfer-74,74,4,8.48
1395,transfer,DQN-ReLU-transfer-42,42,2,9.96
1396,transfer,DQN-ReLU-transfer-42,42,1,9.98
1397,transfer,DQN-ReLU-transfer-42,42,3,8.98
1398,transfer,DQN-ReLU-transfer-42,42,0,9.54
1399,transfer,DQN-ReLU-transfer-42,42,4,9.93
1400,transfer,DQN-ReLU-transfer-78,78,4,9.98
1401,transfer,DQN-ReLU-transfer-78,78,3,9.71
1402,transfer,DQN-ReLU-transfer-78,78,2,9.629999999999999
1403,transfer,DQN-ReLU-transfer-78,78,1,9.95
1404,transfer,DQN-ReLU-transfer-78,78,0,8.5
1405,transfer,DQN-ReLU-transfer-14,14,2,9.99
1406,transfer,DQN-ReLU-transfer-14,14,3,10.0
1407,transfer,DQN-ReLU-transfer-14,14,1,10.0
1408,transfer,DQN-ReLU-transfer-14,14,4,9.99
1409,transfer,DQN-ReLU-transfer-14,14,0,9.99
1410,transfer,DQN-ReLU-transfer-19,19,4,9.85
1411,transfer,DQN-ReLU-transfer-19,19,3,9.84
1412,transfer,DQN-ReLU-transfer-19,19,2,9.96
1413,transfer,DQN-ReLU-transfer-19,19,1,9.8
1414,transfer,DQN-ReLU-transfer-19,19,0,9.99
1415,transfer,DQN-ReLU-transfer-122,122,2,9.05
1416,transfer,DQN-ReLU-transfer-122,122,3,9.379999999999999
1417,transfer,DQN-ReLU-transfer-122,122,0,9.27
1418,transfer,DQN-ReLU-transfer-122,122,4,8.1
1419,transfer,DQN-ReLU-transfer-122,122,1,7.26
1420,transfer,DQN-ReLU-vf5-transfer-67,67,0,10.0
1421,transfer,DQN-ReLU-vf5-transfer-67,67,4,9.8
1422,transfer,DQN-ReLU-vf5-transfer-67,67,2,9.99
1423,transfer,DQN-ReLU-vf5-transfer-67,67,1,10.0
1424,transfer,DQN-ReLU-vf5-transfer-67,67,3,9.96
1425,transfer,DQN-ReLU-transfer-143,143,3,9.33
1426,transfer,DQN-ReLU-transfer-143,143,2,9.370000000000001
1427,transfer,DQN-ReLU-transfer-143,143,0,9.370000000000001
1428,transfer,DQN-ReLU-transfer-143,143,1,8.77
1429,transfer,DQN-ReLU-transfer-143,143,4,8.25
1430,transfer,DQN-ReLU-vf5-transfer-0,0,1,10.0
1431,transfer,DQN-ReLU-vf5-transfer-0,0,4,10.0
1432,transfer,DQN-ReLU-vf5-transfer-0,0,2,9.99
1433,transfer,DQN-ReLU-vf5-transfer-0,0,3,9.81
1434,transfer,DQN-ReLU-vf5-transfer-0,0,0,9.79
1435,transfer,DQN-ReLU-transfer-158,158,3,9.24
1436,transfer,DQN-ReLU-transfer-158,158,0,9.18
1437,transfer,DQN-ReLU-transfer-158,158,1,7.95
1438,transfer,DQN-ReLU-transfer-158,158,4,8.34
1439,transfer,DQN-ReLU-transfer-158,158,2,8.83
1440,transfer,DQN-ReLU-vf5-transfer-171,171,4,9.05
1441,transfer,DQN-ReLU-vf5-transfer-171,171,1,9.31
1442,transfer,DQN-ReLU-vf5-transfer-171,171,3,9.24
1443,transfer,DQN-ReLU-vf5-transfer-171,171,0,9.14
1444,transfer,DQN-ReLU-vf5-transfer-171,171,2,9.06
1445,transfer,DQN-ReLU-transfer-138,138,2,2.8800000000000003
1446,transfer,DQN-ReLU-transfer-138,138,4,4.369999999999999
1447,transfer,DQN-ReLU-transfer-138,138,1,5.65
1448,transfer,DQN-ReLU-transfer-138,138,3,4.890000000000001
1449,transfer,DQN-ReLU-transfer-138,138,0,7.84
1450,transfer,DQN-ReLU-transfer-59,59,2,0.63
1451,transfer,DQN-ReLU-transfer-59,59,0,9.65
1452,transfer,DQN-ReLU-transfer-59,59,1,8.48
1453,transfer,DQN-ReLU-transfer-59,59,3,7.83
1454,transfer,DQN-ReLU-transfer-59,59,4,8.16
1455,transfer,DQN-ReLU-transfer-34,34,1,10.0
1456,transfer,DQN-ReLU-transfer-34,34,4,9.26
1457,transfer,DQN-ReLU-transfer-34,34,2,9.32
1458,transfer,DQN-ReLU-transfer-34,34,3,10.0
1459,transfer,DQN-ReLU-transfer-34,34,0,9.93
1460,transfer,DQN-ReLU-vf5-transfer-110,110,4,9.83
1461,transfer,DQN-ReLU-vf5-transfer-110,110,0,9.66
1462,transfer,DQN-ReLU-vf5-transfer-110,110,1,9.14
1463,transfer,DQN-ReLU-vf5-transfer-110,110,3,9.969999999999999
1464,transfer,DQN-ReLU-vf5-transfer-110,110,2,9.129999999999999
1465,transfer,DQN-ReLU-vf5-transfer-84,84,3,9.24
1466,transfer,DQN-ReLU-vf5-transfer-84,84,0,9.14
1467,transfer,DQN-ReLU-vf5-transfer-84,84,4,9.77
1468,transfer,DQN-ReLU-vf5-transfer-84,84,1,8.96
1469,transfer,DQN-ReLU-vf5-transfer-84,84,2,10.0
1470,transfer,DQN-ReLU-transfer-115,115,4,1.2
1471,transfer,DQN-ReLU-transfer-115,115,1,7.82
1472,transfer,DQN-ReLU-transfer-115,115,2,5.24
1473,transfer,DQN-ReLU-transfer-115,115,0,8.59
1474,transfer,DQN-ReLU-transfer-115,115,3,8.36
1475,transfer,DQN-ReLU-vf5-transfer-70,70,4,9.92
1476,transfer,DQN-ReLU-vf5-transfer-70,70,1,9.19
1477,transfer,DQN-ReLU-vf5-transfer-70,70,2,9.85
1478,transfer,DQN-ReLU-vf5-transfer-70,70,0,10.0
1479,transfer,DQN-ReLU-vf5-transfer-70,70,3,9.98
1480,transfer,DQN-ReLU-transfer-118,118,1,7.359999999999999
1481,transfer,DQN-ReLU-transfer-118,118,4,7.29
1482,transfer,DQN-ReLU-transfer-118,118,3,8.39
1483,transfer,DQN-ReLU-transfer-118,118,2,5.82
1484,transfer,DQN-ReLU-transfer-118,118,0,8.530000000000001
1485,transfer,DQN-ReLU-vf5-transfer-126,126,1,9.99
1486,transfer,DQN-ReLU-vf5-transfer-126,126,4,9.24
1487,transfer,DQN-ReLU-vf5-transfer-126,126,3,9.32
1488,transfer,DQN-ReLU-vf5-transfer-126,126,2,10.0
1489,transfer,DQN-ReLU-vf5-transfer-126,126,0,10.0
1490,transfer,DQN-ReLU-vf5-transfer-131,131,4,9.84
1491,transfer,DQN-ReLU-vf5-transfer-131,131,0,10.0
1492,transfer,DQN-ReLU-vf5-transfer-131,131,2,8.280000000000001
1493,transfer,DQN-ReLU-vf5-transfer-131,131,3,9.91
1494,transfer,DQN-ReLU-vf5-transfer-131,131,1,10.0
1495,transfer,DQN-ReLU-vf5-transfer-51,51,1,10.0
1496,transfer,DQN-ReLU-vf5-transfer-51,51,4,10.0
1497,transfer,DQN-ReLU-vf5-transfer-51,51,0,10.0
1498,transfer,DQN-ReLU-vf5-transfer-51,51,3,10.0
1499,transfer,DQN-ReLU-vf5-transfer-51,51,2,10.0
1500,transfer,DQN-ReLU-transfer-97,97,1,8.98
1501,transfer,DQN-ReLU-transfer-97,97,2,9.15
1502,transfer,DQN-ReLU-transfer-97,97,0,8.88
1503,transfer,DQN-ReLU-transfer-97,97,3,9.91
1504,transfer,DQN-ReLU-transfer-97,97,4,9.879999999999999
1505,transfer,DQN-ReLU-transfer-80,80,2,5.86
1506,transfer,DQN-ReLU-transfer-80,80,1,8.35
1507,transfer,DQN-ReLU-transfer-80,80,3,8.52
1508,transfer,DQN-ReLU-transfer-80,80,4,7.0600000000000005
1509,transfer,DQN-ReLU-transfer-80,80,0,9.29
1510,transfer,DQN-ReLU-transfer-39,39,3,9.99
1511,transfer,DQN-ReLU-transfer-39,39,2,9.96
1512,transfer,DQN-ReLU-transfer-39,39,1,9.870000000000001
1513,transfer,DQN-ReLU-transfer-39,39,4,9.96
1514,transfer,DQN-ReLU-transfer-39,39,0,9.98
1515,transfer,DQN-ReLU-vf5-transfer-30,30,3,9.870000000000001
1516,transfer,DQN-ReLU-vf5-transfer-30,30,2,9.61
1517,transfer,DQN-ReLU-vf5-transfer-30,30,1,9.219999999999999
1518,transfer,DQN-ReLU-vf5-transfer-30,30,4,9.01
1519,transfer,DQN-ReLU-vf5-transfer-30,30,0,9.280000000000001
1520,transfer,DQN-ReLU-transfer-23,23,3,10.0
1521,transfer,DQN-ReLU-transfer-23,23,4,9.969999999999999
1522,transfer,DQN-ReLU-transfer-23,23,2,9.96
1523,transfer,DQN-ReLU-transfer-23,23,0,10.0
1524,transfer,DQN-ReLU-transfer-23,23,1,10.0
1525,transfer,DQN-ReLU-transfer-162,162,3,8.629999999999999
1526,transfer,DQN-ReLU-transfer-162,162,4,7.97
1527,transfer,DQN-ReLU-transfer-162,162,1,6.390000000000001
1528,transfer,DQN-ReLU-transfer-162,162,2,4.779999999999999
1529,transfer,DQN-ReLU-transfer-162,162,0,8.24
1530,transfer,DQN-ReLU-vf5-transfer-146,146,4,9.620000000000001
1531,transfer,DQN-ReLU-vf5-transfer-146,146,2,9.11
1532,transfer,DQN-ReLU-vf5-transfer-146,146,1,9.379999999999999
1533,transfer,DQN-ReLU-vf5-transfer-146,146,0,9.99
1534,transfer,DQN-ReLU-vf5-transfer-146,146,3,9.96
1535,transfer,DQN-ReLU-transfer-114,114,2,2.5199999999999996
1536,transfer,DQN-ReLU-transfer-114,114,1,8.18
1537,transfer,DQN-ReLU-transfer-114,114,4,4.7
1538,transfer,DQN-ReLU-transfer-114,114,3,8.32
1539,transfer,DQN-ReLU-transfer-114,114,0,9.16
1540,transfer,DQN-ReLU-transfer-55,55,3,1.6800000000000002
1541,transfer,DQN-ReLU-transfer-55,55,2,8.96
1542,transfer,DQN-ReLU-transfer-55,55,4,9.92
1543,transfer,DQN-ReLU-transfer-55,55,0,9.95
1544,transfer,DQN-ReLU-transfer-55,55,1,7.25
1545,transfer,DQN-ReLU-vf5-transfer-147,147,3,10.0
1546,transfer,DQN-ReLU-vf5-transfer-147,147,4,9.96
1547,transfer,DQN-ReLU-vf5-transfer-147,147,0,9.629999999999999
1548,transfer,DQN-ReLU-vf5-transfer-147,147,1,10.0
1549,transfer,DQN-ReLU-vf5-transfer-147,147,2,9.08
1550,transfer,DQN-ReLU-vf5-transfer-151,151,4,9.96
1551,transfer,DQN-ReLU-vf5-transfer-151,151,0,9.96
1552,transfer,DQN-ReLU-vf5-transfer-151,151,2,9.14
1553,transfer,DQN-ReLU-vf5-transfer-151,151,1,9.780000000000001
1554,transfer,DQN-ReLU-vf5-transfer-151,151,3,10.0
1555,transfer,DQN-ReLU-vf5-transfer-27,27,4,9.41
1556,transfer,DQN-ReLU-vf5-transfer-27,27,1,9.96
1557,transfer,DQN-ReLU-vf5-transfer-27,27,0,9.17
1558,transfer,DQN-ReLU-vf5-transfer-27,27,2,9.46
1559,transfer,DQN-ReLU-vf5-transfer-27,27,3,9.89
1560,transfer,DQN-ReLU-vf5-transfer-127,127,4,9.94
1561,transfer,DQN-ReLU-vf5-transfer-127,127,0,10.0
1562,transfer,DQN-ReLU-vf5-transfer-127,127,2,9.65
1563,transfer,DQN-ReLU-vf5-transfer-127,127,3,9.95
1564,transfer,DQN-ReLU-vf5-transfer-127,127,1,10.0
1565,transfer,DQN-ReLU-transfer-35,35,3,9.959999999999999
1566,transfer,DQN-ReLU-transfer-35,35,0,9.93
1567,transfer,DQN-ReLU-transfer-35,35,2,9.94
1568,transfer,DQN-ReLU-transfer-35,35,4,9.95
1569,transfer,DQN-ReLU-transfer-35,35,1,9.98
1570,transfer,DQN-ReLU-transfer-103,103,4,1.65
1571,transfer,DQN-ReLU-transfer-103,103,0,8.67
1572,transfer,DQN-ReLU-transfer-103,103,2,5.380000000000001
1573,transfer,DQN-ReLU-transfer-103,103,1,8.34
1574,transfer,DQN-ReLU-transfer-103,103,3,7.9399999999999995
1575,transfer,DQN-ReLU-transfer-102,102,4,9.85
1576,transfer,DQN-ReLU-transfer-102,102,3,9.41
1577,transfer,DQN-ReLU-transfer-102,102,2,8.73
1578,transfer,DQN-ReLU-transfer-102,102,0,8.96
1579,transfer,DQN-ReLU-transfer-102,102,1,9.09
1580,transfer,DQN-ReLU-transfer-38,38,4,9.98
1581,transfer,DQN-ReLU-transfer-38,38,3,9.99
1582,transfer,DQN-ReLU-transfer-38,38,2,9.99
1583,transfer,DQN-ReLU-transfer-38,38,1,9.93
1584,transfer,DQN-ReLU-transfer-38,38,0,9.83
1585,transfer,DQN-ReLU-vf5-transfer-50,50,4,9.68
1586,transfer,DQN-ReLU-vf5-transfer-50,50,0,10.0
1587,transfer,DQN-ReLU-vf5-transfer-50,50,3,10.0
1588,transfer,DQN-ReLU-vf5-transfer-50,50,2,10.0
1589,transfer,DQN-ReLU-vf5-transfer-50,50,1,10.0
1590,transfer,DQN-ReLU-transfer-119,119,4,7.02
1591,transfer,DQN-ReLU-transfer-119,119,1,8.86
1592,transfer,DQN-ReLU-transfer-119,119,2,2.65
1593,transfer,DQN-ReLU-transfer-119,119,0,9.120000000000001
1594,transfer,DQN-ReLU-transfer-119,119,3,7.720000000000001
1595,transfer,DQN-ReLU-vf5-transfer-106,106,4,9.73
1596,transfer,DQN-ReLU-vf5-transfer-106,106,3,9.030000000000001
1597,transfer,DQN-ReLU-vf5-transfer-106,106,2,9.75
1598,transfer,DQN-ReLU-vf5-transfer-106,106,0,8.77
1599,transfer,DQN-ReLU-vf5-transfer-106,106,1,8.969999999999999
1600,transfer,DQN-ReLU-transfer-163,163,1,8.29
1601,transfer,DQN-ReLU-transfer-163,163,3,9.18
1602,transfer,DQN-ReLU-transfer-163,163,4,7.42
1603,transfer,DQN-ReLU-transfer-163,163,0,9.370000000000001
1604,transfer,DQN-ReLU-transfer-163,163,2,5.88
1605,transfer,DQN-ReLU-transfer-58,58,2,1.02
1606,transfer,DQN-ReLU-transfer-58,58,0,9.46
1607,transfer,DQN-ReLU-transfer-58,58,4,9.15
1608,transfer,DQN-ReLU-transfer-58,58,3,8.18
1609,transfer,DQN-ReLU-transfer-58,58,1,8.469999999999999
1610,transfer,DQN-ReLU-vf5-transfer-150,150,3,9.98
1611,transfer,DQN-ReLU-vf5-transfer-150,150,1,9.04
1612,transfer,DQN-ReLU-vf5-transfer-150,150,2,9.280000000000001
1613,transfer,DQN-ReLU-vf5-transfer-150,150,0,10.0
1614,transfer,DQN-ReLU-vf5-transfer-150,150,4,9.14
1615,transfer,DQN-ReLU-vf5-transfer-92,92,0,9.21
1616,transfer,DQN-ReLU-vf5-transfer-92,92,1,9.1
1617,transfer,DQN-ReLU-vf5-transfer-92,92,4,9.05
1618,transfer,DQN-ReLU-vf5-transfer-92,92,3,9.36
1619,transfer,DQN-ReLU-vf5-transfer-92,92,2,9.06
1620,transfer,DQN-ReLU-transfer-54,54,1,9.719999999999999
1621,transfer,DQN-ReLU-transfer-54,54,0,9.92
1622,transfer,DQN-ReLU-transfer-54,54,3,9.74
1623,transfer,DQN-ReLU-transfer-54,54,4,9.969999999999999
1624,transfer,DQN-ReLU-transfer-54,54,2,10.0
1625,transfer,DQN-ReLU-transfer-134,134,1,7.04
1626,transfer,DQN-ReLU-transfer-134,134,4,5.47
1627,transfer,DQN-ReLU-transfer-134,134,0,8.64
1628,transfer,DQN-ReLU-transfer-134,134,2,7.49
1629,transfer,DQN-ReLU-transfer-134,134,3,9.1
1630,transfer,DQN-ReLU-transfer-142,142,3,9.44
1631,transfer,DQN-ReLU-transfer-142,142,1,9.86
1632,transfer,DQN-ReLU-transfer-142,142,2,9.879999999999999
1633,transfer,DQN-ReLU-transfer-142,142,0,8.91
1634,transfer,DQN-ReLU-transfer-142,142,4,9.14
1635,transfer,DQN-ReLU-vf5-transfer-130,130,4,9.93
1636,transfer,DQN-ReLU-vf5-transfer-130,130,2,9.33
1637,transfer,DQN-ReLU-vf5-transfer-130,130,0,10.0
1638,transfer,DQN-ReLU-vf5-transfer-130,130,1,9.83
1639,transfer,DQN-ReLU-vf5-transfer-130,130,3,9.71
1640,transfer,DQN-ReLU-vf5-transfer-31,31,0,9.96
1641,transfer,DQN-ReLU-vf5-transfer-31,31,1,10.0
1642,transfer,DQN-ReLU-vf5-transfer-31,31,2,9.57
1643,transfer,DQN-ReLU-vf5-transfer-31,31,4,9.96
1644,transfer,DQN-ReLU-vf5-transfer-31,31,3,9.870000000000001
1645,transfer,DQN-ReLU-vf5-transfer-47,47,4,9.95
1646,transfer,DQN-ReLU-vf5-transfer-47,47,2,9.99
1647,transfer,DQN-ReLU-vf5-transfer-47,47,0,9.98
1648,transfer,DQN-ReLU-vf5-transfer-47,47,1,10.0
1649,transfer,DQN-ReLU-vf5-transfer-47,47,3,10.0
1650,transfer,DQN-ReLU-transfer-155,155,0,5.739999999999999
1651,transfer,DQN-ReLU-transfer-155,155,1,5.67
1652,transfer,DQN-ReLU-transfer-155,155,3,9.05
1653,transfer,DQN-ReLU-transfer-155,155,4,1.1700000000000002
1654,transfer,DQN-ReLU-transfer-155,155,2,5.65
1655,transfer,DQN-ReLU-vf5-transfer-11,11,0,9.94
1656,transfer,DQN-ReLU-vf5-transfer-11,11,3,10.0
1657,transfer,DQN-ReLU-vf5-transfer-11,11,2,9.48
1658,transfer,DQN-ReLU-vf5-transfer-11,11,4,9.870000000000001
1659,transfer,DQN-ReLU-vf5-transfer-11,11,1,9.030000000000001
1660,transfer,DQN-ReLU-transfer-18,18,4,9.99
1661,transfer,DQN-ReLU-transfer-18,18,3,10.0
1662,transfer,DQN-ReLU-transfer-18,18,1,9.93
1663,transfer,DQN-ReLU-transfer-18,18,0,9.969999999999999
1664,transfer,DQN-ReLU-transfer-18,18,2,9.97
1665,transfer,DQN-ReLU-vf5-transfer-85,85,4,9.32
1666,transfer,DQN-ReLU-vf5-transfer-85,85,2,10.0
1667,transfer,DQN-ReLU-vf5-transfer-85,85,0,9.4
1668,transfer,DQN-ReLU-vf5-transfer-85,85,1,9.379999999999999
1669,transfer,DQN-ReLU-vf5-transfer-85,85,3,9.59
1670,transfer,DQN-ReLU-vf5-transfer-167,167,0,9.219999999999999
1671,transfer,DQN-ReLU-vf5-transfer-167,167,4,9.879999999999999
1672,transfer,DQN-ReLU-vf5-transfer-167,167,2,9.16
1673,transfer,DQN-ReLU-vf5-transfer-167,167,1,9.98
1674,transfer,DQN-ReLU-vf5-transfer-167,167,3,9.67
1675,transfer,DQN-ReLU-vf5-transfer-89,89,4,9.67
1676,transfer,DQN-ReLU-vf5-transfer-89,89,2,10.0
1677,transfer,DQN-ReLU-vf5-transfer-89,89,1,10.0
1678,transfer,DQN-ReLU-vf5-transfer-89,89,3,10.0
1679,transfer,DQN-ReLU-vf5-transfer-89,89,0,10.0
1680,transfer,DQN-ReLU-vf5-transfer-1,1,4,10.0
1681,transfer,DQN-ReLU-vf5-transfer-1,1,1,9.99
1682,transfer,DQN-ReLU-vf5-transfer-1,1,0,9.99
1683,transfer,DQN-ReLU-vf5-transfer-1,1,3,9.95
1684,transfer,DQN-ReLU-vf5-transfer-1,1,2,9.99
1685,transfer,DQN-ReLU-transfer-79,79,3,9.74
1686,transfer,DQN-ReLU-transfer-79,79,1,9.52
1687,transfer,DQN-ReLU-transfer-79,79,4,8.3
1688,transfer,DQN-ReLU-transfer-79,79,0,9.96
1689,transfer,DQN-ReLU-transfer-79,79,2,9.43
1690,transfer,DQN-ReLU-transfer-62,62,2,1.5
1691,transfer,DQN-ReLU-transfer-62,62,1,7.32
1692,transfer,DQN-ReLU-transfer-62,62,3,8.17
1693,transfer,DQN-ReLU-transfer-62,62,4,6.58
1694,transfer,DQN-ReLU-transfer-62,62,0,8.879999999999999
1695,transfer,DQN-ReLU-transfer-123,123,1,6.67
1696,transfer,DQN-ReLU-transfer-123,123,4,5.37
1697,transfer,DQN-ReLU-transfer-123,123,0,7.640000000000001
1698,transfer,DQN-ReLU-transfer-123,123,3,7.95
1699,transfer,DQN-ReLU-transfer-123,123,2,7.2
1700,transfer,DQN-ReLU-transfer-81,81,4,7.6000000000000005
1701,transfer,DQN-ReLU-transfer-81,81,1,9.5
1702,transfer,DQN-ReLU-transfer-81,81,0,9.61
1703,transfer,DQN-ReLU-transfer-81,81,3,9.31
1704,transfer,DQN-ReLU-transfer-81,81,2,6.930000000000001
1705,transfer,DQN-ReLU-transfer-15,15,3,10.0
1706,transfer,DQN-ReLU-transfer-15,15,4,9.94
1707,transfer,DQN-ReLU-transfer-15,15,1,10.0
1708,transfer,DQN-ReLU-transfer-15,15,0,10.0
1709,transfer,DQN-ReLU-transfer-15,15,2,10.0
1710,transfer,DQN-ReLU-transfer-3,3,0,10.0
1711,transfer,DQN-ReLU-transfer-3,3,4,10.0
1712,transfer,DQN-ReLU-transfer-3,3,2,10.0
1713,transfer,DQN-ReLU-transfer-3,3,3,10.0
1714,transfer,DQN-ReLU-transfer-3,3,1,9.98
1715,transfer,DQN-ReLU-vf5-transfer-66,66,4,10.0
1716,transfer,DQN-ReLU-vf5-transfer-66,66,3,9.99
1717,transfer,DQN-ReLU-vf5-transfer-66,66,0,8.85
1718,transfer,DQN-ReLU-vf5-transfer-66,66,2,9.51
1719,transfer,DQN-ReLU-vf5-transfer-66,66,1,9.99
1720,transfer,DQN-ReLU-vf5-transfer-93,93,0,10.0
1721,transfer,DQN-ReLU-vf5-transfer-93,93,1,9.100000000000001
1722,transfer,DQN-ReLU-vf5-transfer-93,93,4,9.29
1723,transfer,DQN-ReLU-vf5-transfer-93,93,2,9.19
1724,transfer,DQN-ReLU-vf5-transfer-93,93,3,7.84
1725,transfer,DQN-ReLU-transfer-139,139,1,9.82
1726,transfer,DQN-ReLU-transfer-139,139,0,9.530000000000001
1727,transfer,DQN-ReLU-transfer-139,139,2,9.969999999999999
1728,transfer,DQN-ReLU-transfer-139,139,4,8.37
1729,transfer,DQN-ReLU-transfer-139,139,3,9.5
