,Environment,Algorithm,Goal,Seed,AUC
437,transfer,DQN-ReLU-vf5-transfer-69,69,3,9.969999999999999
438,transfer,DQN-ReLU-vf5-transfer-69,69,1,9.76
439,transfer,DQN-ReLU-vf5-transfer-69,69,0,9.99
440,transfer,DQN-ReLU-vf5-transfer-53,53,4,9.57
441,transfer,DQN-ReLU-vf5-transfer-53,53,0,10.0
442,transfer,DQN-ReLU-vf5-transfer-53,53,3,10.0
443,transfer,DQN-ReLU-vf5-transfer-53,53,2,10.0
444,transfer,DQN-ReLU-vf5-transfer-53,53,1,10.0
445,transfer,DQN-ReLU-transfer-147,147,3,8.370000000000001
446,transfer,DQN-ReLU-transfer-147,147,0,9.31
447,transfer,DQN-ReLU-transfer-147,147,4,4.0200000000000005
448,transfer,DQN-ReLU-transfer-147,147,1,8.23
449,transfer,DQN-ReLU-transfer-147,147,2,8.879999999999999
450,transfer,DQN-ReLU-vf5-transfer-162,162,0,3.7900000000000005
451,transfer,DQN-ReLU-vf5-transfer-162,162,4,9.27
452,transfer,DQN-ReLU-vf5-transfer-162,162,3,9.57
453,transfer,DQN-ReLU-vf5-transfer-162,162,2,9.620000000000001
454,transfer,DQN-ReLU-vf5-transfer-162,162,1,8.21
455,transfer,DQN-ReLU-transfer-88,88,2,6.92
456,transfer,DQN-ReLU-transfer-88,88,4,8.86
457,transfer,DQN-ReLU-transfer-88,88,1,8.129999999999999
458,transfer,DQN-ReLU-transfer-88,88,3,9.2
459,transfer,DQN-ReLU-transfer-88,88,0,9.24
460,transfer,DQN-ReLU-vf5-transfer-14,14,2,9.83
461,transfer,DQN-ReLU-vf5-transfer-14,14,4,9.91
462,transfer,DQN-ReLU-vf5-transfer-14,14,0,9.219999999999999
463,transfer,DQN-ReLU-vf5-transfer-14,14,1,9.879999999999999
464,transfer,DQN-ReLU-vf5-transfer-14,14,3,9.65
465,transfer,DQN-ReLU-transfer-70,70,2,8.47
466,transfer,DQN-ReLU-transfer-70,70,1,9.06
467,transfer,DQN-ReLU-transfer-70,70,4,8.55
468,transfer,DQN-ReLU-transfer-70,70,3,8.89
469,transfer,DQN-ReLU-transfer-70,70,0,9.95
470,transfer,DQN-ReLU-transfer-131,131,3,9.870000000000001
471,transfer,DQN-ReLU-transfer-131,131,0,9.33
472,transfer,DQN-ReLU-transfer-131,131,4,8.05
473,transfer,DQN-ReLU-transfer-131,131,1,8.82
474,transfer,DQN-ReLU-transfer-131,131,2,9.11
475,transfer,DQN-ReLU-vf5-transfer-78,78,4,9.96
476,transfer,DQN-ReLU-vf5-transfer-78,78,0,9.93
477,transfer,DQN-ReLU-vf5-transfer-78,78,2,9.24
478,transfer,DQN-ReLU-vf5-transfer-78,78,1,9.99
479,transfer,DQN-ReLU-vf5-transfer-78,78,3,9.99
480,transfer,DQN-ReLU-transfer-92,92,2,2.0700000000000003
481,transfer,DQN-ReLU-transfer-92,92,0,8.67
482,transfer,DQN-ReLU-transfer-92,92,1,4.57
483,transfer,DQN-ReLU-transfer-92,92,4,1.0899999999999999
484,transfer,DQN-ReLU-transfer-92,92,3,5.33
485,transfer,DQN-ReLU-vf5-transfer-4,4,0,9.99
486,transfer,DQN-ReLU-vf5-transfer-4,4,1,9.66
487,transfer,DQN-ReLU-vf5-transfer-4,4,4,10.0
488,transfer,DQN-ReLU-vf5-transfer-4,4,3,9.26
489,transfer,DQN-ReLU-vf5-transfer-4,4,2,9.129999999999999
490,transfer,DQN-ReLU-transfer-126,126,4,9.129999999999999
491,transfer,DQN-ReLU-transfer-126,126,0,9.96
492,transfer,DQN-ReLU-transfer-126,126,1,9.26
493,transfer,DQN-ReLU-transfer-126,126,2,7.68
494,transfer,DQN-ReLU-transfer-126,126,3,9.129999999999999
495,transfer,DQN-ReLU-vf5-transfer-118,118,4,9.34
496,transfer,DQN-ReLU-vf5-transfer-118,118,0,9.21
497,transfer,DQN-ReLU-vf5-transfer-118,118,3,9.43
498,transfer,DQN-ReLU-vf5-transfer-118,118,2,9.030000000000001
499,transfer,DQN-ReLU-vf5-transfer-118,118,1,9.07
500,transfer,DQN-ReLU-transfer-47,47,1,9.82
501,transfer,DQN-ReLU-transfer-47,47,0,9.95
502,transfer,DQN-ReLU-transfer-47,47,2,9.95
503,transfer,DQN-ReLU-transfer-47,47,3,9.2
504,transfer,DQN-ReLU-transfer-47,47,4,9.92
505,transfer,DQN-ReLU-vf5-transfer-63,63,4,9.96
506,transfer,DQN-ReLU-vf5-transfer-63,63,0,9.27
507,transfer,DQN-ReLU-vf5-transfer-63,63,1,9.7
508,transfer,DQN-ReLU-vf5-transfer-63,63,3,9.98
509,transfer,DQN-ReLU-vf5-transfer-63,63,2,10.0
510,transfer,DQN-ReLU-vf5-transfer-19,19,0,9.79
511,transfer,DQN-ReLU-vf5-transfer-19,19,2,8.74
512,transfer,DQN-ReLU-vf5-transfer-19,19,4,9.99
513,transfer,DQN-ReLU-vf5-transfer-19,19,1,9.95
514,transfer,DQN-ReLU-vf5-transfer-19,19,3,9.83
515,transfer,DQN-ReLU-transfer-150,150,2,6.46
516,transfer,DQN-ReLU-transfer-150,150,3,8.95
517,transfer,DQN-ReLU-transfer-150,150,4,4.42
518,transfer,DQN-ReLU-transfer-150,150,0,2.76
519,transfer,DQN-ReLU-transfer-150,150,1,6.98
520,transfer,DQN-ReLU-vf5-transfer-79,79,0,9.92
521,transfer,DQN-ReLU-vf5-transfer-79,79,1,9.98
522,transfer,DQN-ReLU-vf5-transfer-79,79,4,9.67
523,transfer,DQN-ReLU-vf5-transfer-79,79,2,9.77
524,transfer,DQN-ReLU-vf5-transfer-79,79,3,10.0
525,transfer,DQN-ReLU-transfer-6,6,4,9.99
526,transfer,DQN-ReLU-transfer-6,6,2,10.0
527,transfer,DQN-ReLU-transfer-6,6,1,10.0
528,transfer,DQN-ReLU-transfer-6,6,3,9.99
529,transfer,DQN-ReLU-transfer-6,6,0,10.0
530,transfer,DQN-ReLU-transfer-46,46,4,9.98
531,transfer,DQN-ReLU-transfer-46,46,2,9.9
532,transfer,DQN-ReLU-transfer-46,46,1,9.94
533,transfer,DQN-ReLU-transfer-46,46,3,10.0
534,transfer,DQN-ReLU-transfer-46,46,0,9.67
535,transfer,DQN-ReLU-vf5-transfer-5,5,1,10.0
536,transfer,DQN-ReLU-vf5-transfer-5,5,3,9.96
537,transfer,DQN-ReLU-vf5-transfer-5,5,0,9.92
538,transfer,DQN-ReLU-vf5-transfer-5,5,2,9.95
539,transfer,DQN-ReLU-vf5-transfer-5,5,4,9.95
540,transfer,DQN-ReLU-transfer-7,7,2,9.97
541,transfer,DQN-ReLU-transfer-7,7,3,10.0
542,transfer,DQN-ReLU-transfer-7,7,1,10.0
543,transfer,DQN-ReLU-transfer-7,7,0,10.0
544,transfer,DQN-ReLU-transfer-7,7,4,10.0
545,transfer,DQN-ReLU-transfer-89,89,4,9.92
546,transfer,DQN-ReLU-transfer-89,89,1,9.629999999999999
547,transfer,DQN-ReLU-transfer-89,89,2,9.52
548,transfer,DQN-ReLU-transfer-89,89,0,9.3
549,transfer,DQN-ReLU-transfer-89,89,3,9.6
550,transfer,DQN-ReLU-transfer-67,67,0,9.95
551,transfer,DQN-ReLU-transfer-67,67,3,9.41
552,transfer,DQN-ReLU-transfer-67,67,4,9.1
553,transfer,DQN-ReLU-transfer-67,67,2,9.100000000000001
554,transfer,DQN-ReLU-transfer-67,67,1,9.44
555,transfer,DQN-ReLU-vf5-transfer-97,97,4,9.99
556,transfer,DQN-ReLU-vf5-transfer-97,97,3,9.969999999999999
557,transfer,DQN-ReLU-vf5-transfer-97,97,2,9.99
558,transfer,DQN-ReLU-vf5-transfer-97,97,1,9.99
559,transfer,DQN-ReLU-vf5-transfer-97,97,0,9.24
560,transfer,DQN-ReLU-transfer-151,151,2,4.16
561,transfer,DQN-ReLU-transfer-151,151,3,8.73
562,transfer,DQN-ReLU-transfer-151,151,4,3.75
563,transfer,DQN-ReLU-transfer-151,151,0,8.9
564,transfer,DQN-ReLU-transfer-151,151,1,6.16
565,transfer,DQN-ReLU-transfer-130,130,3,9.68
566,transfer,DQN-ReLU-transfer-130,130,2,9.44
567,transfer,DQN-ReLU-transfer-130,130,0,9.57
568,transfer,DQN-ReLU-transfer-130,130,4,9.27
569,transfer,DQN-ReLU-transfer-130,130,1,9.6
570,transfer,DQN-ReLU-vf5-transfer-163,163,2,9.18
571,transfer,DQN-ReLU-vf5-transfer-163,163,4,10.0
572,transfer,DQN-ReLU-vf5-transfer-163,163,0,10.0
573,transfer,DQN-ReLU-vf5-transfer-163,163,1,10.0
574,transfer,DQN-ReLU-vf5-transfer-163,163,3,9.54
575,transfer,DQN-ReLU-vf5-transfer-42,42,0,9.75
576,transfer,DQN-ReLU-vf5-transfer-42,42,3,9.95
577,transfer,DQN-ReLU-vf5-transfer-42,42,2,9.86
578,transfer,DQN-ReLU-vf5-transfer-42,42,4,10.0
579,transfer,DQN-ReLU-vf5-transfer-42,42,1,10.0
580,transfer,DQN-ReLU-vf5-transfer-43,43,3,10.0
581,transfer,DQN-ReLU-vf5-transfer-43,43,2,9.6
582,transfer,DQN-ReLU-vf5-transfer-43,43,4,9.94
583,transfer,DQN-ReLU-vf5-transfer-43,43,0,10.0
584,transfer,DQN-ReLU-vf5-transfer-43,43,1,10.0
585,transfer,DQN-ReLU-vf5-transfer-62,62,4,9.870000000000001
586,transfer,DQN-ReLU-vf5-transfer-62,62,3,9.23
587,transfer,DQN-ReLU-vf5-transfer-62,62,2,9.99
588,transfer,DQN-ReLU-vf5-transfer-62,62,0,9.27
589,transfer,DQN-ReLU-vf5-transfer-62,62,1,0.0
590,transfer,DQN-ReLU-vf5-transfer-75,75,4,9.99
591,transfer,DQN-ReLU-vf5-transfer-75,75,0,10.0
592,transfer,DQN-ReLU-vf5-transfer-75,75,2,9.77
593,transfer,DQN-ReLU-vf5-transfer-75,75,1,9.99
594,transfer,DQN-ReLU-vf5-transfer-75,75,3,9.780000000000001
595,transfer,DQN-ReLU-vf5-transfer-114,114,0,9.21
596,transfer,DQN-ReLU-vf5-transfer-114,114,2,9.34
597,transfer,DQN-ReLU-vf5-transfer-114,114,4,9.06
598,transfer,DQN-ReLU-vf5-transfer-114,114,3,9.98
599,transfer,DQN-ReLU-vf5-transfer-114,114,1,9.01
600,transfer,DQN-ReLU-vf5-transfer-96,96,4,9.59
601,transfer,DQN-ReLU-vf5-transfer-96,96,1,9.7
602,transfer,DQN-ReLU-vf5-transfer-96,96,3,9.15
603,transfer,DQN-ReLU-vf5-transfer-96,96,0,8.629999999999999
604,transfer,DQN-ReLU-vf5-transfer-96,96,2,9.05
605,transfer,DQN-ReLU-transfer-127,127,4,8.99
606,transfer,DQN-ReLU-transfer-127,127,0,9.55
607,transfer,DQN-ReLU-transfer-127,127,2,9.04
608,transfer,DQN-ReLU-transfer-127,127,3,9.14
609,transfer,DQN-ReLU-transfer-127,127,1,9.23
610,transfer,DQN-ReLU-vf5-transfer-18,18,3,9.9
611,transfer,DQN-ReLU-vf5-transfer-18,18,4,9.19
612,transfer,DQN-ReLU-vf5-transfer-18,18,1,10.0
613,transfer,DQN-ReLU-vf5-transfer-18,18,0,9.59
614,transfer,DQN-ReLU-vf5-transfer-18,18,2,9.52
615,transfer,DQN-ReLU-transfer-11,11,1,10.0
616,transfer,DQN-ReLU-transfer-11,11,0,10.0
617,transfer,DQN-ReLU-transfer-11,11,4,10.0
618,transfer,DQN-ReLU-transfer-11,11,3,10.0
619,transfer,DQN-ReLU-transfer-11,11,2,9.98
620,transfer,DQN-ReLU-vf5-transfer-38,38,2,9.68
621,transfer,DQN-ReLU-vf5-transfer-38,38,0,9.969999999999999
622,transfer,DQN-ReLU-vf5-transfer-38,38,1,9.52
623,transfer,DQN-ReLU-vf5-transfer-38,38,3,10.0
624,transfer,DQN-ReLU-vf5-transfer-38,38,4,9.95
625,transfer,DQN-ReLU-transfer-66,66,1,1.2699999999999998
626,transfer,DQN-ReLU-transfer-66,66,2,0.47000000000000003
627,transfer,DQN-ReLU-transfer-66,66,0,9.58
628,transfer,DQN-ReLU-transfer-66,66,4,9.24
629,transfer,DQN-ReLU-transfer-66,66,3,7.95
630,transfer,DQN-ReLU-transfer-71,71,3,9.31
631,transfer,DQN-ReLU-transfer-71,71,4,9.969999999999999
632,transfer,DQN-ReLU-transfer-71,71,2,9.77
633,transfer,DQN-ReLU-transfer-71,71,1,9.93
634,transfer,DQN-ReLU-transfer-71,71,0,9.53
635,transfer,DQN-ReLU-transfer-85,85,1,8.5
636,transfer,DQN-ReLU-transfer-85,85,0,9.66
637,transfer,DQN-ReLU-transfer-85,85,4,8.440000000000001
638,transfer,DQN-ReLU-transfer-85,85,2,8.67
639,transfer,DQN-ReLU-transfer-85,85,3,8.58
640,transfer,DQN-ReLU-vf5-transfer-115,115,4,8.02
641,transfer,DQN-ReLU-vf5-transfer-115,115,1,4.01
642,transfer,DQN-ReLU-vf5-transfer-115,115,3,9.96
643,transfer,DQN-ReLU-vf5-transfer-115,115,0,8.79
644,transfer,DQN-ReLU-vf5-transfer-115,115,2,7.869999999999999
645,transfer,DQN-ReLU-transfer-170,170,3,8.98
646,transfer,DQN-ReLU-transfer-170,170,0,8.17
647,transfer,DQN-ReLU-transfer-170,170,4,1.25
648,transfer,DQN-ReLU-transfer-170,170,1,7.23
649,transfer,DQN-ReLU-transfer-170,170,2,4.16
650,transfer,DQN-ReLU-vf5-transfer-9,9,0,9.98
651,transfer,DQN-ReLU-vf5-transfer-9,9,1,9.99
652,transfer,DQN-ReLU-vf5-transfer-9,9,2,9.83
653,transfer,DQN-ReLU-vf5-transfer-9,9,3,9.969999999999999
654,transfer,DQN-ReLU-vf5-transfer-9,9,4,9.25
655,transfer,DQN-ReLU-transfer-110,110,0,5.890000000000001
656,transfer,DQN-ReLU-transfer-110,110,3,9.57
657,transfer,DQN-ReLU-transfer-110,110,2,8.3
658,transfer,DQN-ReLU-transfer-110,110,4,9.29
659,transfer,DQN-ReLU-transfer-110,110,1,8.75
660,transfer,DQN-ReLU-vf5-transfer-15,15,3,9.32
661,transfer,DQN-ReLU-vf5-transfer-15,15,0,9.92
662,transfer,DQN-ReLU-vf5-transfer-15,15,1,9.99
663,transfer,DQN-ReLU-vf5-transfer-15,15,2,9.44
664,transfer,DQN-ReLU-vf5-transfer-15,15,4,9.7
665,transfer,DQN-ReLU-vf5-transfer-35,35,0,9.98
666,transfer,DQN-ReLU-vf5-transfer-35,35,2,9.8
667,transfer,DQN-ReLU-vf5-transfer-35,35,1,10.0
668,transfer,DQN-ReLU-vf5-transfer-35,35,3,9.99
669,transfer,DQN-ReLU-vf5-transfer-35,35,4,9.96
670,transfer,DQN-ReLU-vf5-transfer-102,102,4,10.0
671,transfer,DQN-ReLU-vf5-transfer-102,102,2,10.0
672,transfer,DQN-ReLU-vf5-transfer-102,102,0,10.0
673,transfer,DQN-ReLU-vf5-transfer-102,102,1,9.17
674,transfer,DQN-ReLU-vf5-transfer-102,102,3,9.14
675,transfer,DQN-ReLU-vf5-transfer-119,119,4,9.4
676,transfer,DQN-ReLU-vf5-transfer-119,119,3,9.99
677,transfer,DQN-ReLU-vf5-transfer-119,119,0,9.58
678,transfer,DQN-ReLU-vf5-transfer-119,119,1,9.23
679,transfer,DQN-ReLU-vf5-transfer-119,119,2,9.27
680,transfer,DQN-ReLU-vf5-transfer-142,142,3,10.0
681,transfer,DQN-ReLU-vf5-transfer-142,142,2,9.35
682,transfer,DQN-ReLU-vf5-transfer-142,142,0,10.0
683,transfer,DQN-ReLU-vf5-transfer-142,142,1,10.0
684,transfer,DQN-ReLU-vf5-transfer-142,142,4,9.99
685,transfer,DQN-ReLU-vf5-transfer-134,134,4,9.89
686,transfer,DQN-ReLU-vf5-transfer-134,134,0,9.93
687,transfer,DQN-ReLU-vf5-transfer-134,134,1,9.17
688,transfer,DQN-ReLU-vf5-transfer-134,134,3,10.0
689,transfer,DQN-ReLU-vf5-transfer-134,134,2,9.56
690,transfer,DQN-ReLU-vf5-transfer-123,123,4,9.67
691,transfer,DQN-ReLU-vf5-transfer-123,123,2,9.370000000000001
692,transfer,DQN-ReLU-vf5-transfer-123,123,1,6.83
693,transfer,DQN-ReLU-vf5-transfer-123,123,0,9.31
694,transfer,DQN-ReLU-vf5-transfer-123,123,3,9.98
695,transfer,DQN-ReLU-vf5-transfer-154,154,4,10.0
696,transfer,DQN-ReLU-vf5-transfer-154,154,0,9.11
697,transfer,DQN-ReLU-vf5-transfer-154,154,2,9.79
698,transfer,DQN-ReLU-vf5-transfer-154,154,3,9.96
699,transfer,DQN-ReLU-vf5-transfer-154,154,1,9.99
700,transfer,DQN-ReLU-transfer-31,31,3,9.9
701,transfer,DQN-ReLU-transfer-31,31,2,9.99
702,transfer,DQN-ReLU-transfer-31,31,1,10.0
703,transfer,DQN-ReLU-transfer-31,31,4,9.95
704,transfer,DQN-ReLU-transfer-31,31,0,10.0
705,transfer,DQN-ReLU-transfer-50,50,1,9.86
706,transfer,DQN-ReLU-transfer-50,50,0,10.0
707,transfer,DQN-ReLU-transfer-50,50,2,9.6
708,transfer,DQN-ReLU-transfer-50,50,3,9.93
709,transfer,DQN-ReLU-transfer-50,50,4,9.91
710,transfer,DQN-ReLU-vf5-transfer-81,81,1,9.870000000000001
711,transfer,DQN-ReLU-vf5-transfer-81,81,4,10.0
712,transfer,DQN-ReLU-vf5-transfer-81,81,3,10.0
713,transfer,DQN-ReLU-vf5-transfer-81,81,0,10.0
714,transfer,DQN-ReLU-vf5-transfer-81,81,2,8.120000000000001
715,transfer,DQN-ReLU-vf5-transfer-22,22,0,9.370000000000001
716,transfer,DQN-ReLU-vf5-transfer-22,22,2,9.94
717,transfer,DQN-ReLU-vf5-transfer-22,22,4,9.969999999999999
718,transfer,DQN-ReLU-vf5-transfer-22,22,1,9.99
719,transfer,DQN-ReLU-vf5-transfer-22,22,3,9.7
720,transfer,DQN-ReLU-transfer-106,106,2,1.5399999999999998
721,transfer,DQN-ReLU-transfer-106,106,4,4.0600000000000005
722,transfer,DQN-ReLU-transfer-106,106,3,7.52
723,transfer,DQN-ReLU-transfer-106,106,1,7.83
724,transfer,DQN-ReLU-transfer-106,106,0,8.67
725,transfer,DQN-ReLU-vf5-transfer-58,58,3,10.0
726,transfer,DQN-ReLU-vf5-transfer-58,58,1,10.0
727,transfer,DQN-ReLU-vf5-transfer-58,58,4,10.0
728,transfer,DQN-ReLU-vf5-transfer-58,58,0,10.0
729,transfer,DQN-ReLU-vf5-transfer-58,58,2,10.0
730,transfer,DQN-ReLU-transfer-84,84,0,8.22
731,transfer,DQN-ReLU-transfer-84,84,2,6.29
732,transfer,DQN-ReLU-transfer-84,84,3,8.77
733,transfer,DQN-ReLU-transfer-84,84,4,8.08
734,transfer,DQN-ReLU-transfer-84,84,1,7.57
735,transfer,DQN-ReLU-transfer-167,167,4,7.5
736,transfer,DQN-ReLU-transfer-167,167,0,8.44
737,transfer,DQN-ReLU-transfer-167,167,1,7.79
738,transfer,DQN-ReLU-transfer-167,167,3,9.21
739,transfer,DQN-ReLU-transfer-167,167,2,7.359999999999999
740,transfer,DQN-ReLU-vf5-transfer-138,138,4,9.14
741,transfer,DQN-ReLU-vf5-transfer-138,138,3,10.0
742,transfer,DQN-ReLU-vf5-transfer-138,138,0,9.89
743,transfer,DQN-ReLU-vf5-transfer-138,138,1,9.879999999999999
744,transfer,DQN-ReLU-vf5-transfer-138,138,2,7.96
745,transfer,DQN-ReLU-transfer-171,171,3,8.6
746,transfer,DQN-ReLU-transfer-171,171,1,7.630000000000001
747,transfer,DQN-ReLU-transfer-171,171,4,6.75
748,transfer,DQN-ReLU-transfer-171,171,2,2.34
749,transfer,DQN-ReLU-transfer-171,171,0,6.22
750,transfer,DQN-ReLU-vf5-transfer-159,159,3,9.969999999999999
751,transfer,DQN-ReLU-vf5-transfer-159,159,4,9.61
752,transfer,DQN-ReLU-vf5-transfer-159,159,1,9.11
753,transfer,DQN-ReLU-vf5-transfer-159,159,0,9.99
754,transfer,DQN-ReLU-vf5-transfer-159,159,2,9.969999999999999
755,transfer,DQN-ReLU-transfer-26,26,4,9.99
756,transfer,DQN-ReLU-transfer-26,26,0,10.0
757,transfer,DQN-ReLU-transfer-26,26,1,10.0
758,transfer,DQN-ReLU-transfer-26,26,2,9.37
759,transfer,DQN-ReLU-transfer-26,26,3,9.99
760,transfer,DQN-ReLU-transfer-146,146,3,8.52
761,transfer,DQN-ReLU-transfer-146,146,0,8.6
762,transfer,DQN-ReLU-transfer-146,146,2,8.47
763,transfer,DQN-ReLU-transfer-146,146,1,8.61
764,transfer,DQN-ReLU-transfer-146,146,4,8.55
765,transfer,DQN-ReLU-vf5-transfer-103,103,1,8.83
766,transfer,DQN-ReLU-vf5-transfer-103,103,4,9.11
767,transfer,DQN-ReLU-vf5-transfer-103,103,3,8.69
768,transfer,DQN-ReLU-vf5-transfer-103,103,0,9.33
769,transfer,DQN-ReLU-vf5-transfer-103,103,2,9.26
770,transfer,DQN-ReLU-vf5-transfer-143,143,4,10.0
771,transfer,DQN-ReLU-vf5-transfer-143,143,1,10.0
772,transfer,DQN-ReLU-vf5-transfer-143,143,2,8.280000000000001
773,transfer,DQN-ReLU-vf5-transfer-143,143,3,10.0
774,transfer,DQN-ReLU-vf5-transfer-143,143,0,9.65
775,transfer,DQN-ReLU-vf5-transfer-34,34,0,9.92
776,transfer,DQN-ReLU-vf5-transfer-34,34,4,9.5
777,transfer,DQN-ReLU-vf5-transfer-34,34,1,9.969999999999999
778,transfer,DQN-ReLU-vf5-transfer-34,34,2,9.95
779,transfer,DQN-ReLU-vf5-transfer-34,34,3,10.0
780,transfer,DQN-ReLU-vf5-transfer-8,8,0,10.0
781,transfer,DQN-ReLU-vf5-transfer-8,8,3,9.870000000000001
782,transfer,DQN-ReLU-vf5-transfer-8,8,2,9.969999999999999
783,transfer,DQN-ReLU-vf5-transfer-8,8,4,10.0
784,transfer,DQN-ReLU-vf5-transfer-8,8,1,10.0
785,transfer,DQN-ReLU-vf5-transfer-135,135,4,9.9
786,transfer,DQN-ReLU-vf5-transfer-135,135,3,9.89
787,transfer,DQN-ReLU-vf5-transfer-135,135,0,9.94
788,transfer,DQN-ReLU-vf5-transfer-135,135,1,8.35
789,transfer,DQN-ReLU-vf5-transfer-135,135,2,8.93
790,transfer,DQN-ReLU-vf5-transfer-54,54,4,10.0
791,transfer,DQN-ReLU-vf5-transfer-54,54,0,9.129999999999999
792,transfer,DQN-ReLU-vf5-transfer-54,54,3,10.0
793,transfer,DQN-ReLU-vf5-transfer-54,54,1,10.0
794,transfer,DQN-ReLU-vf5-transfer-54,54,2,10.0
795,transfer,DQN-ReLU-vf5-transfer-23,23,0,9.93
796,transfer,DQN-ReLU-vf5-transfer-23,23,2,9.93
797,transfer,DQN-ReLU-vf5-transfer-23,23,3,9.36
798,transfer,DQN-ReLU-vf5-transfer-23,23,4,9.620000000000001
799,transfer,DQN-ReLU-vf5-transfer-23,23,1,9.93
800,transfer,DQN-ReLU-vf5-transfer-39,39,2,10.0
801,transfer,DQN-ReLU-vf5-transfer-39,39,1,9.99
802,transfer,DQN-ReLU-vf5-transfer-39,39,0,10.0
803,transfer,DQN-ReLU-vf5-transfer-39,39,4,10.0
804,transfer,DQN-ReLU-vf5-transfer-39,39,3,9.99
805,transfer,DQN-ReLU-transfer-107,107,0,4.290000000000001
806,transfer,DQN-ReLU-transfer-107,107,4,2.32
807,transfer,DQN-ReLU-transfer-107,107,1,8.5
808,transfer,DQN-ReLU-transfer-107,107,2,8.6
809,transfer,DQN-ReLU-transfer-107,107,3,8.92
810,transfer,DQN-ReLU-vf5-transfer-80,80,4,9.629999999999999
811,transfer,DQN-ReLU-vf5-transfer-80,80,3,10.0
812,transfer,DQN-ReLU-vf5-transfer-80,80,0,9.69
813,transfer,DQN-ReLU-vf5-transfer-80,80,2,9.1
814,transfer,DQN-ReLU-vf5-transfer-80,80,1,9.8
815,transfer,DQN-ReLU-transfer-30,30,4,9.99
816,transfer,DQN-ReLU-transfer-30,30,2,9.969999999999999
817,transfer,DQN-ReLU-transfer-30,30,0,10.0
818,transfer,DQN-ReLU-transfer-30,30,3,9.98
819,transfer,DQN-ReLU-transfer-30,30,1,10.0
820,transfer,DQN-ReLU-vf5-transfer-122,122,4,9.68
821,transfer,DQN-ReLU-vf5-transfer-122,122,3,9.76
822,transfer,DQN-ReLU-vf5-transfer-122,122,0,10.0
823,transfer,DQN-ReLU-vf5-transfer-122,122,1,9.04
824,transfer,DQN-ReLU-vf5-transfer-122,122,2,9.54
825,transfer,DQN-ReLU-transfer-104,104,2,6.23
826,transfer,DQN-ReLU-transfer-104,104,3,8.33
827,transfer,DQN-ReLU-transfer-104,104,4,6.390000000000001
828,transfer,DQN-ReLU-transfer-104,104,0,8.629999999999999
829,transfer,DQN-ReLU-transfer-104,104,1,8.469999999999999
830,transfer,DQN-ReLU-vf5-transfer-59,59,4,9.99
831,transfer,DQN-ReLU-vf5-transfer-59,59,2,9.23
832,transfer,DQN-ReLU-vf5-transfer-59,59,0,10.0
833,transfer,DQN-ReLU-vf5-transfer-59,59,1,9.48
834,transfer,DQN-ReLU-vf5-transfer-59,59,3,10.0
835,transfer,DQN-ReLU-transfer-27,27,2,9.870000000000001
836,transfer,DQN-ReLU-transfer-27,27,1,9.99
837,transfer,DQN-ReLU-transfer-27,27,4,9.95
838,transfer,DQN-ReLU-transfer-27,27,0,9.65
839,transfer,DQN-ReLU-transfer-27,27,3,9.99
840,transfer,DQN-ReLU-transfer-93,93,2,1.7899999999999998
841,transfer,DQN-ReLU-transfer-93,93,0,9.3
842,transfer,DQN-ReLU-transfer-93,93,1,7.71
843,transfer,DQN-ReLU-transfer-93,93,4,3.54
844,transfer,DQN-ReLU-transfer-93,93,3,9.17
845,transfer,DQN-ReLU-transfer-111,111,1,8.41
846,transfer,DQN-ReLU-transfer-111,111,0,9.219999999999999
847,transfer,DQN-ReLU-transfer-111,111,4,8.49
848,transfer,DQN-ReLU-transfer-111,111,3,8.44
849,transfer,DQN-ReLU-transfer-111,111,2,7.67
850,transfer,DQN-ReLU-vf5-transfer-117,117,4,9.969999999999999
851,transfer,DQN-ReLU-vf5-transfer-117,117,3,9.96
852,transfer,DQN-ReLU-vf5-transfer-117,117,1,9.99
853,transfer,DQN-ReLU-vf5-transfer-117,117,2,9.33
854,transfer,DQN-ReLU-vf5-transfer-117,117,0,10.0
855,transfer,DQN-ReLU-transfer-166,166,1,6.0200000000000005
856,transfer,DQN-ReLU-transfer-166,166,3,8.66
857,transfer,DQN-ReLU-transfer-166,166,2,1.8299999999999998
858,transfer,DQN-ReLU-transfer-166,166,4,1.9300000000000002
859,transfer,DQN-ReLU-transfer-166,166,0,8.46
860,transfer,DQN-ReLU-vf5-transfer-158,158,4,9.79
861,transfer,DQN-ReLU-vf5-transfer-158,158,3,10.0
862,transfer,DQN-ReLU-vf5-transfer-158,158,0,9.65
863,transfer,DQN-ReLU-vf5-transfer-158,158,1,9.129999999999999
864,transfer,DQN-ReLU-vf5-transfer-158,158,2,9.15
865,transfer,DQN-ReLU-transfer-108,108,4,1.29
866,transfer,DQN-ReLU-transfer-108,108,1,8.36
867,transfer,DQN-ReLU-transfer-108,108,0,9.16
868,transfer,DQN-ReLU-transfer-108,108,2,5.82
869,transfer,DQN-ReLU-transfer-108,108,3,8.379999999999999
870,transfer,DQN-ReLU-transfer-28,28,4,9.96
871,transfer,DQN-ReLU-transfer-28,28,2,9.83
872,transfer,DQN-ReLU-transfer-28,28,3,9.99
873,transfer,DQN-ReLU-transfer-28,28,1,10.0
874,transfer,DQN-ReLU-transfer-28,28,0,9.66
875,transfer,DQN-ReLU-vf5-transfer-74,74,3,9.879999999999999
