,Environment,Algorithm,Hyperparameter,Value,AUC,Return,P_AUC
0,DRQN-7.json,DRQN-7,optimizer.alpha,0.001,0.9016254133037027,4508.127066518514,0.9602905102715331
1,DRQN-3.json,DRQN-3,optimizer.alpha,0.0003,0.7561348317056538,3780.674158528269,0.8910920335031338
2,DRQN-5.json,DRQN-5,optimizer.alpha,0.0003,0.816114087685426,4080.5704384271303,0.7942271160080772
