,Environment,Algorithm,Steps,Run,AUC,Return,P_AUC
236,DQN-9.json,DQN-9,500000,23,0.8280541800751394,4140.270900375697,1.1527247932846836
237,DQN-9.json,DQN-9,500000,20,0.88537653012706,4426.8826506353,1.0476357433633507
238,DQN-9.json,DQN-9,500000,11,0.9024594084578245,4512.297042289122,1.0381698588852368
239,DQN-9.json,DQN-9,500000,17,0.9715836547790259,4857.9182738951295,1.2435363157835082
240,DQN-15.json,DQN-15,500000,18,1.3438860359717557,6719.4301798587785,1.5997121513955115
241,DQN-15.json,DQN-15,500000,6,1.2531324669365547,6265.662334682774,1.4753641606198866
242,DQN-15.json,DQN-15,500000,12,1.1587357829036367,5793.678914518183,1.3832973766602685
243,DQN-15.json,DQN-15,500000,24,1.0959192959360924,5479.596479680462,1.3272348846950768
244,DQN-15.json,DQN-15,500000,3,1.0952145752286992,5476.072876143497,1.3286460298779237
245,DQN-15.json,DQN-15,500000,9,1.1549959078934875,5774.9795394674375,1.3651923494400744
246,DQN-15.json,DQN-15,500000,15,1.1950285469343158,5975.142734671579,1.4627748738651034
247,DQN-15.json,DQN-15,500000,0,1.346074937162729,6730.374685813645,1.587887683433385
248,DQN-15.json,DQN-15,500000,21,1.2612553038311358,6306.276519155679,1.5096689317549
249,DQN-15.json,DQN-15,500000,27,1.1955474470157443,5977.737235078722,1.4657028030332335
250,DQN-15.json,DQN-15,500000,16,1.242539574837388,6212.69787418694,1.4588495357107971
251,DQN-15.json,DQN-15,500000,1,1.172178747095185,5860.893735475925,1.4196271002427963
252,DQN-15.json,DQN-15,500000,7,1.3520966762243185,6760.483381121592,1.5971637724970666
253,DQN-15.json,DQN-15,500000,10,0.9209650544999376,4604.825272499688,1.1359110540800479
254,DQN-15.json,DQN-15,500000,4,1.218914594375205,6094.572971876026,1.5186898061104426
255,DQN-15.json,DQN-15,500000,13,0.9281768023259014,4640.884011629507,1.158073020745232
256,DQN-15.json,DQN-15,500000,19,1.2812839878410778,6406.419939205389,1.4689100296600537
257,DQN-15.json,DQN-15,500000,22,1.2659160604073083,6329.580302036542,1.5221989439566455
258,DQN-15.json,DQN-15,500000,25,1.1821941272638283,5910.970636319142,1.407099521905665
259,DQN-15.json,DQN-15,500000,28,1.2503479437887344,6251.7397189436715,1.4981735623335772
260,DQN-15.json,DQN-15,500000,5,1.273066130682975,6365.330653414875,1.5378636022557166
261,DQN-15.json,DQN-15,500000,8,1.2205810126900485,6102.905063450242,1.489991389440158
262,DQN-15.json,DQN-15,500000,2,1.3243344415292901,6621.672207646451,1.5726513187278084
263,DQN-15.json,DQN-15,500000,29,1.1668611145631755,5834.305572815878,1.3855313209643105
264,DQN-15.json,DQN-15,500000,11,1.1539829295809294,5769.914647904647,1.375362612925597
265,DQN-15.json,DQN-15,500000,26,1.2481625517610235,6240.8127588051175,1.489268204449212
266,DQN-15.json,DQN-15,500000,20,1.0974416726882503,5487.208363441251,1.3269977265399493
267,DQN-15.json,DQN-15,500000,14,0.9862618507308641,4931.309253654321,1.1940847836464108
268,DQN-15.json,DQN-15,500000,17,1.1896908475689885,5948.454237844942,1.4494945243050037
269,DQN-15.json,DQN-15,500000,23,1.0082815658364994,5041.407829182497,1.2309153076875363
270,DQN-3.json,DQN-3,500000,3,0.5740827126329707,2870.4135631648537,0.5770464915033243
271,DQN-3.json,DQN-3,500000,21,0.6157268225488824,3078.634112744412,0.686239000975452
272,DQN-3.json,DQN-3,500000,6,0.6584935511465017,3292.4677557325085,0.913498911906958
