,Environment,Algorithm,Hyperparameter,Value,AUC,Return,P_AUC
0,DRQN-3.json,DRQN-3,optimizer.alpha,1e-05,0.6089039696839633,3044.519848419816,0.5210076299317566
1,DRQN-7.json,DRQN-7,optimizer.alpha,0.001,0.8814706632234414,4407.353316117207,0.8024955204343011
2,DRQN-5.json,DRQN-5,optimizer.alpha,0.0003,0.80792001315937,4039.60006579685,0.7930557580174271
